combinations,nombredoccurrence,audienceScoremoyenne,tomatoMetermoyen
"('Drama', 'Marriage')",15,59.45454545454545,63.57142857142857
"('Adventure', 'Japanese')",15,61.333333333333336,46.0
"('Black', 'Screwball')",15,53.46666666666667,48.142857142857146
"('Ensemble', 'LGBT')",15,66.8,70.21428571428571
"('Fantasy', 'Short')",15,48.81818181818182,72.71428571428571
"('Coming', 'Sex')",15,48.6,54.3
"('Screwball', 'Slapstick')",15,59.46666666666667,60.63636363636363
"('Comedy', 'Teen')",15,53.8,38.07692307692308
"('Action', 'Black-and-white')",15,45.81818181818182,47.0
"('Coming', 'Cult')",15,79.06666666666666,60.666666666666664
"('Romantic', 'Slice')",15,57.8,56.42857142857143
"('Comedy', 'Ensemble')",15,57.666666666666664,70.0
"('Crime', 'Horror')",15,59.833333333333336,70.66666666666667
"('Caper', 'Heist')",15,61.2,58.75
"('Bollywood', 'Crime')",14,73.3076923076923,67.5
"('LGBT', 'Satire')",14,57.285714285714285,53.714285714285715
"('Crime', 'Cult')",14,80.78571428571429,71.35714285714286
"('Indie', 'Screwball')",14,59.357142857142854,58.3
"('Family', 'Road')",14,63.583333333333336,55.166666666666664
"('Satire', 'Slapstick')",14,64.35714285714286,78.0
"('Satire', 'Sex')",14,57.92857142857143,60.333333333333336
"('Animal', 'Family-Oriented')",14,45.0,40.2
"('Comedy-drama', 'Cult')",14,78.76923076923077,70.92857142857143
"('Drama', 'Media')",14,63.214285714285715,62.09090909090909
"('Action', 'Film')",14,67.27272727272727,72.22222222222223
"('Black-and-white', 'Thriller')",14,58.0,89.8
"('Cult', 'Romantic')",14,68.53846153846153,64.78571428571429
"('Cult', 'Stoner')",14,73.78571428571429,60.61538461538461
"('LGBT', 'Parody')",14,61.92307692307692,55.18181818181818
"('Ensemble', 'Parody')",14,66.64285714285714,67.07692307692308
"('Action', 'Caper')",14,59.214285714285715,46.45454545454545
"('Christmas', 'Family')",14,48.42857142857143,32.27272727272727
"('Mystery', 'Romantic')",14,62.92857142857143,69.07692307692308
"('Fantasy', 'Stop')",14,69.71428571428571,67.08333333333333
"('Absurdism', 'Adventure')",14,59.07142857142857,49.833333333333336
"('Romantic', 'Television')",14,52.083333333333336,
"('Animation', 'Japanese')",14,65.07692307692308,66.44444444444444
"('Adventure', 'Caper')",14,58.92857142857143,47.18181818181818
"('Buddy', 'Fantasy')",14,48.92857142857143,49.5
"('Animation', 'Romance')",14,62.642857142857146,67.0
"('Comedy', 'Film')",14,62.84615384615385,61.69230769230769
"('Action', 'Costume')",14,68.64285714285714,62.666666666666664
"('Indie', 'Workplace')",14,53.0,67.0
"('Romance', 'Western')",14,59.583333333333336,73.875
"('Romance', 'Television')",14,54.0,86.0
"('Period', 'War')",13,64.91666666666667,61.90909090909091
"(""Children's"", 'Short')",13,54.142857142857146,79.33333333333333
"(""Children's"", 'Television')",13,52.07692307692308,60.0
"('Coming', 'Sports')",13,65.61538461538461,57.25
"('Gross-out', 'Sex')",13,59.84615384615385,35.90909090909091
"('Absurdism', 'Action')",13,57.76923076923077,52.54545454545455
"('Action', 'Detective')",13,51.083333333333336,48.625
"('Romance', 'War')",13,74.61538461538461,72.55555555555556
"('Absurdism', 'Cult')",13,73.84615384615384,69.5
"('Pre-Code', 'Romance')",13,68.58333333333333,89.33333333333333
"('Mystery', 'Slapstick')",13,53.38461538461539,27.272727272727273
"('Black-and-white', 'Western')",13,54.125,81.25
"('Action', 'Period')",13,62.27272727272727,47.333333333333336
"('Musical', 'Slapstick')",13,69.61538461538461,70.4
"('Animation', 'Anime')",13,62.0,68.28571428571429
"('Political', 'Romantic')",13,49.46153846153846,59.18181818181818
"('Black', 'Gangster')",13,61.46153846153846,51.54545454545455
"('Drama', 'Short')",13,47.0,42.75
"('Comedy', 'Musical')",13,57.0,62.875
"('Gross', 'Romance')",13,59.07692307692308,35.38461538461539
"('Chinese', 'Romantic')",13,56.36363636363637,19.0
"('Crime', 'Ensemble')",13,61.083333333333336,54.888888888888886
"('Coming', 'Ensemble')",13,74.53846153846153,72.84615384615384
"('Indie', 'Political')",13,60.833333333333336,65.0
"('Comedy-drama', 'Melodrama')",13,71.72727272727273,74.625
"('Fantasy', 'Heavenly')",13,50.27272727272727,42.09090909090909
"('Black', 'Black-and-white')",13,70.72727272727273,91.0
"('Gross', 'Parody')",13,54.69230769230769,30.363636363636363
"('Costume', 'Romance')",13,66.6923076923077,66.45454545454545
"('Gross', 'Sex')",13,59.84615384615385,35.90909090909091
"('Gross-out', 'Parody')",13,54.69230769230769,30.363636363636363
"('Gross-out', 'Romance')",13,59.07692307692308,35.38461538461539
"('Comedy-drama', 'Political')",13,62.53846153846154,68.66666666666667
"('Black', 'Science')",13,57.5,59.583333333333336
"('Black', 'Period')",13,67.0909090909091,77.125
"(""Children's"", 'Crime')",13,57.0,51.44444444444444
"('Comedy', 'Cult')",12,68.91666666666667,63.09090909090909
"('Slasher', 'Thriller')",12,61.125,61.57142857142857
"('Fantasy', 'Sports')",12,60.75,60.5
"('Slapstick', 'Thriller')",12,65.91666666666667,43.9
"('Creature', 'Horror')",12,53.2,60.42857142857143
"('Film', 'Satire')",12,67.45454545454545,76.25
"('Drama', 'New')",12,79.63636363636364,85.9090909090909
"('Buddy', 'Teen')",12,49.0,36.75
"('Comedy-drama', 'Marriage')",12,62.1,62.42857142857143
"('Costume', 'Romantic')",12,65.33333333333333,65.0909090909091
"('Indie', 'Music')",12,66.83333333333333,61.9
"('Costume', 'Period')",12,66.0,67.63636363636364
"('Domestic', 'Satire')",12,64.81818181818181,77.77777777777777
"('Adventure', 'Detective')",12,50.54545454545455,48.714285714285715
"('Black', 'Musical')",12,72.08333333333333,69.36363636363636
"('Biopic', 'Drama')",12,73.0,73.0
"('Cult', 'Slapstick')",12,73.08333333333333,53.81818181818182
"('Adventure', 'Chase')",12,54.583333333333336,34.0
"('LGBT', 'Musical')",12,64.54545454545455,62.18181818181818
"('Parody', 'Period')",12,56.333333333333336,48.63636363636363
"('Martial', 'Thriller')",12,47.90909090909091,38.142857142857146
"(""Children's"", 'Music')",12,63.09090909090909,59.375
"('Crime', 'Fantasy')",12,62.90909090909091,67.72727272727273
"('Fantasy', 'Mystery')",12,47.63636363636363,40.75
"('Ensemble', 'Teen')",12,70.16666666666667,61.81818181818182
"('Ensemble', 'Musical')",12,62.8,71.33333333333333
"('Christmas', 'Holiday')",12,50.083333333333336,36.25
"('Family', 'Superhero')",12,44.083333333333336,51.7
"('Coming', 'LGBT')",12,66.91666666666667,66.0909090909091
"('Comedy-drama', 'Workplace')",12,52.083333333333336,57.72727272727273
"('Ensemble', 'Family')",11,63.7,66.77777777777777
"('Crime', 'LGBT')",11,68.66666666666667,51.0
"('Black', 'War')",11,73.0,70.125
"('Computer', 'Family-Oriented')",11,64.1,73.77777777777777
"('Cult', 'Fantasy')",11,62.3,62.22222222222222
"('Adventure', 'Bollywood')",11,59.3,58.2
"('Action', 'Chase')",11,52.7,34.0
"('Indie', 'Tragicomedy')",11,56.2,54.111111111111114
"('Adventure', 'Time')",11,60.9,51.77777777777778
"('Sci-Fi', 'Science')",11,67.9,62.55555555555556
"('Parody', 'Western')",11,62.90909090909091,56.0
"('Childhood', 'Drama')",11,76.8,75.57142857142857
"('Black-and-white', 'Film')",11,72.0,81.55555555555556
"('Indie', 'Stoner')",11,69.9090909090909,66.55555555555556
"('Science', 'Slapstick')",11,48.7,45.166666666666664
"('Drama', 'Family-Oriented')",11,68.54545454545455,63.4
"('Coming', 'Fantasy')",11,61.5,64.875
"('Action', 'Teen')",11,56.125,40.833333333333336
"('Satire', 'Teen')",11,43.72727272727273,38.0
"('Indie', 'Media')",11,60.72727272727273,57.77777777777778
"('Parody', 'Superhero')",11,43.333333333333336,31.5
"('Animation', 'Stop')",11,73.0909090909091,83.44444444444444
"('Cult', 'LGBT')",11,74.81818181818181,71.27272727272727
"('Science', 'Teen')",11,58.7,47.0
"('Anime', 'Japanese')",11,59.3,68.28571428571429
"('Chinese', 'Thriller')",11,56.2,51.42857142857143
"('Gangster', 'Thriller')",11,44.5,46.111111111111114
"('Horror', 'Musical')",11,68.6,69.55555555555556
"('Comedy', 'Period')",11,67.4,63.666666666666664
"('Family', 'Period')",11,64.66666666666667,60.57142857142857
"('Musical', 'Pre-Code')",11,64.4,91.25
"('Black-and-white', 'War')",11,62.44444444444444,79.25
"('Sports', 'World')",11,54.3,52.25
"('Family', 'Satire')",11,63.1,57.125
"('Science', 'Time')",11,60.1,49.0
"('Americana', 'Comedy-drama')",11,64.45454545454545,62.7
"('Family', 'Western')",11,59.3,73.5
"('Musical', 'Period')",11,66.4,79.42857142857143
"('Mockumentary', 'Satire')",11,68.72727272727273,71.6
"('LGBT', 'Thriller')",11,69.0,62.77777777777778
"('Comedy', 'Sex')",11,58.81818181818182,67.5
"('Black-and-white', 'Science')",11,64.66666666666667,74.0
"('Media', 'Satire')",11,59.7,59.0
"('Heist', 'Thriller')",11,63.1,52.77777777777778
"('Pre-Code', 'Romantic')",11,73.2,91.0
"('Satire', 'Screwball')",10,66.9,80.4
"('Musical', 'Screwball')",10,79.7,91.25
"('Musical', 'Science')",10,54.8,50.875
"('Musical', 'Road')",10,63.0,61.625
"('Black-and-white', 'Detective')",10,63.714285714285715,84.33333333333333
"('Music', 'World')",10,73.1,68.875
"('Action', 'Computer')",10,65.22222222222223,66.77777777777777
"('Adventure', 'Animated')",10,69.11111111111111,62.25
"('Comedy-drama', 'Silent')",10,64.66666666666667,75.5
"(""Children's"", 'Holiday')",10,54.9,61.25
"('Black-and-white', ""Children's"")",10,68.0,88.0
"('Musical', 'Thriller')",10,67.44444444444444,58.666666666666664
"('Spy', 'Thriller')",10,50.1,44.0
"('Adventure', 'Stop')",10,65.1,65.9
"('Black', 'Slasher')",10,49.125,53.5
"('Cult', 'Slasher')",10,49.625,49.833333333333336
"('Suspense', 'Thriller')",10,60.22222222222222,54.857142857142854
"('Road', 'Screwball')",10,58.55555555555556,48.57142857142857
"('Musical', 'Short')",10,60.333333333333336,56.666666666666664
"('Indie', 'Marriage')",10,57.125,51.2
"('Gross-out', 'Teen')",10,56.7,30.125
"('War', 'World')",10,80.2,80.11111111111111
"('Horror', 'Monster')",10,45.3,60.57142857142857
"('Gross', 'Teen')",10,56.7,30.125
"('Musical', 'Sex')",10,62.0,65.77777777777777
"('Drama', 'Erotica')",10,59.2,64.33333333333333
"('Ensemble', 'Period')",10,73.9,67.1
"('Parody', 'Spy')",10,42.0,34.0
"('Adventure', 'Auto')",10,57.888888888888886,48.5
"('Black-and-white', 'World')",10,80.6,90.71428571428571
"('Absurdism', 'Satire')",10,67.8,70.5
"('Black', 'Media')",10,58.8,56.888888888888886
"('Parody', 'Sports')",10,56.4,48.111111111111114
"('Black', 'Teen')",10,50.7,53.3
"('Adventure', 'LGBT')",10,66.77777777777777,58.166666666666664
"('Black', 'Workplace')",10,65.9,67.66666666666667
"('Adventure', 'Music')",10,66.88888888888889,62.57142857142857
"('Detective', 'Parody')",10,68.22222222222223,66.0
"('Comedy-drama', 'Japanese')",10,78.5,76.83333333333333
"('Psychological', 'Thriller')",10,60.375,72.4
"('Action', 'Anime')",10,61.6,66.66666666666667
"('Crime', 'Martial')",10,64.0,59.2
"('Melodrama', 'Romance')",10,74.5,70.375
"('Family', 'LGBT')",10,70.0,73.33333333333333
"('Ensemble', 'World')",10,64.55555555555556,68.66666666666667
"('Family', 'Japanese')",10,53.166666666666664,40.285714285714285
"('Black', 'Zombie')",10,73.0,70.6
"('Costume', 'Fantasy')",10,60.2,55.375
"('Science', 'Superhero')",10,48.22222222222222,55.714285714285715
"('Crime', 'Road')",10,60.77777777777778,57.0
"('Absurdism', 'Indie')",9,51.875,67.0
"('Costume', 'Family')",9,69.55555555555556,72.33333333333333
"('Science', 'World')",9,61.5,70.0
"('Domestic', 'Ensemble')",9,67.33333333333333,76.11111111111111
"('Adventure', 'Ensemble')",9,74.55555555555556,65.25
"('Parody', 'War')",9,56.55555555555556,48.5
"('Buddy', 'Coming')",9,73.33333333333333,52.625
"('Comedy', 'Coming')",9,73.0,66.125
"('Chinese', 'Crime')",9,65.625,65.75
"('Family', 'Stop')",9,73.88888888888889,81.0
"(""Children's"", 'Fairy')",9,70.33333333333333,74.4
"('Buddy', 'LGBT')",9,63.0,41.25
"('Martial', 'Parody')",9,60.333333333333336,45.4
"('Family-Oriented', 'Musical')",9,64.125,59.0
"('Absurdism', 'Black')",9,58.888888888888886,43.625
"('B-movie', 'Cult')",9,55.666666666666664,70.5
"('Drama', 'Feminist')",9,72.77777777777777,85.33333333333333
"('Gay', 'Sex')",9,53.57142857142857,54.42857142857143
"('Absurdism', 'Buddy')",9,65.44444444444444,45.666666666666664
"('Teen', 'Television')",9,48.875,
"('Gross-out', 'Romantic')",9,53.888888888888886,28.333333333333332
"('Documentary', 'Indie')",9,60.4,43.8
"('Ensemble', 'Satire')",9,74.55555555555556,71.0
"('Adventure', 'Silent')",9,73.16666666666667,92.5
"('Comedy-drama', 'War')",9,67.33333333333333,72.75
"('Film', 'LGBT')",9,63.42857142857143,56.666666666666664
"('Gross', 'Romantic')",9,53.888888888888886,28.333333333333332
"('Media', 'Political')",9,53.875,64.57142857142857
"('Alien', 'Science')",9,53.875,45.0
"('Black', 'Coming')",9,60.666666666666664,69.0
"('Mystery', 'Whodunit')",9,56.714285714285715,62.666666666666664
"('Backstage', 'Musical')",9,54.5,74.25
"('Buddy', 'Science')",9,53.77777777777778,51.25
"(""Children's"", 'Comedy-drama')",9,60.142857142857146,40.714285714285715
"('Road', 'Teen')",9,50.625,36.625
"('Crime', 'Japanese')",9,68.625,68.5
"('Biography', 'Comedy-drama')",9,72.33333333333333,76.44444444444444
"('Horror', 'Slapstick')",9,63.25,55.142857142857146
"('Comedy-drama', 'Slapstick')",9,63.0,54.4
"('Documentary', 'Drama')",9,68.0,63.0
"('Fantasy', 'Period')",9,65.375,65.14285714285714
"('Domestic', 'World')",8,69.42857142857143,72.28571428571429
"('Fantasy', 'Religious')",8,58.0,46.75
"('Supernatural', 'Thriller')",8,41.57142857142857,58.333333333333336
"('Marriage', 'Romance')",8,56.5,39.25
"('Buddy', 'Musical')",8,69.0,80.83333333333333
"('Black-and-white', 'Melodrama')",8,61.714285714285715,72.0
"('Computer', 'Science')",8,62.625,51.714285714285715
"('Fantasy', 'Music')",8,58.42857142857143,63.0
"('Period', 'Satire')",8,66.0,67.25
"('Chase', 'Crime')",8,55.57142857142857,40.6
"('Drama', 'Stoner')",8,76.75,72.0
"('Slapstick', 'World')",8,51.875,23.333333333333332
"('Adventure', 'Swashbuckler')",8,60.375,43.5
"('Horror', 'Supernatural')",8,41.666666666666664,43.5
"('Domestic', 'Slapstick')",8,51.875,44.25
"('Coming', 'Road')",8,68.14285714285714,65.57142857142857
"('Childhood', 'Comedy-drama')",8,74.875,72.16666666666667
"('Buddy', 'Parody')",8,66.875,63.875
"('Gay', 'World')",8,71.57142857142857,60.0
"('Art', 'Romance')",8,76.625,79.14285714285714
"('Black-and-white', 'Political')",8,64.16666666666667,95.83333333333333
"('Fantasy', 'Film')",8,51.0,57.285714285714285
"('Christmas', 'Romance')",8,54.857142857142854,41.714285714285715
"('Gangster', 'Romantic')",8,45.125,55.142857142857146
"('Slapstick', 'Teen')",8,45.0,25.25
"('Documentary', 'Stand-up')",8,78.5,77.0
"('Americana', 'Ensemble')",8,73.0,69.57142857142857
"('Film', 'Musical')",8,73.0,75.2
"('Comedy-drama', 'Science')",8,64.125,63.125
"('Film', 'Mystery')",8,65.4,54.8
"('Fantasy', 'Japanese')",8,56.875,44.666666666666664
"(""Children's"", 'Romantic')",8,62.125,66.0
"('Political', 'Thriller')",8,58.714285714285715,65.5
"('Detective', 'Slapstick')",8,59.5,44.166666666666664
"('Haunted', 'Horror')",8,47.625,44.166666666666664
"('Avant-garde', 'Experimental')",8,82.5,66.0
"('Docudrama', 'Drama')",8,61.166666666666664,75.25
"('Comedy-drama', 'New')",8,78.125,86.5
"('Cult', 'Zombie')",8,71.42857142857143,77.42857142857143
"('Christmas', 'Romantic')",8,55.0,42.0
"('Musical', 'Western')",8,61.857142857142854,66.66666666666667
"('Drama', 'Religious')",8,67.375,53.142857142857146
"('Americana', 'Romance')",8,57.714285714285715,69.71428571428571
"('Fairy', 'Fantasy')",8,66.625,74.4
"('Coming', 'Film')",8,60.0,64.0
"('Teen', 'Thriller')",8,53.25,52.42857142857143
"(""Children's"", 'Domestic')",8,40.625,25.0
"('Animation', 'World')",8,56.875,57.8
"('Anime', 'Fantasy')",8,68.5,62.666666666666664
"('Biographical', 'Biography')",8,69.125,65.85714285714286
"('Remake', 'Romantic')",8,58.125,66.42857142857143
"('Fairy', 'Family')",8,67.875,71.0
"('Family', 'Horror')",8,61.75,57.5
"('Biography', 'Film')",8,64.28571428571429,67.66666666666667
"('Horror', 'Romance')",8,42.857142857142854,53.5
"('Action', 'Auto')",8,54.857142857142854,42.333333333333336
"('Coming', 'Domestic')",8,59.75,56.125
"('Erotica', 'Sex')",8,60.375,56.6
"('Ensemble', 'Sex')",8,55.625,55.142857142857146
"('Ensemble', 'Thriller')",8,61.375,56.57142857142857
"('Action', 'Swashbuckler')",8,60.375,43.5
"('Animated', 'Fantasy')",8,65.0,62.75
"('Buddy', 'Western')",8,56.375,55.75
"('Black', 'Heist')",8,47.375,33.857142857142854
"('Adventure', 'Sci-Fi')",8,65.85714285714286,59.333333333333336
"('Domestic', 'Parody')",8,59.285714285714285,69.85714285714286
"('Satire', 'War')",8,73.625,72.28571428571429
"('Drama', 'Filipino')",8,66.33333333333333,29.0
"('Animation', 'Black')",8,59.57142857142857,74.25
"('Parody', 'Workplace')",8,61.625,60.285714285714285
"('Black', 'Road')",8,69.75,70.0
"('Drama', 'Remake')",8,50.375,51.857142857142854
"('Indie', 'Superhero')",8,48.875,41.0
"('Drama', 'Mockumentary')",8,64.5,71.42857142857143
"('Animated', 'Musical')",8,63.5,48.333333333333336
"('Drama', 'Experimental')",8,72.375,71.71428571428571
"('Adventure', 'Gross')",8,57.75,29.5
"('Adventure', 'Gross-out')",8,57.75,29.5
"('Cult', 'Ensemble')",8,76.0,77.125
"('Buddy', 'Stoner')",8,71.125,57.75
"('Action', 'Ensemble')",7,62.857142857142854,58.0
"('Family', 'Screwball')",7,57.142857142857146,41.142857142857146
"('Black', 'Psychological')",7,59.166666666666664,60.0
"('Period', 'Teen')",7,73.0,69.71428571428571
"('Teen', 'World')",7,43.8,53.25
"('Comedy-drama', 'Gangster')",7,50.857142857142854,59.0
"('Gangster', 'Romance')",7,44.57142857142857,55.142857142857146
"('Christmas', 'Fantasy')",7,54.0,43.2
"('Sex', 'Slapstick')",7,46.0,24.4
"('Musical', 'Political')",7,69.6,88.25
"('Biographical', 'Comedy-drama')",7,80.0,75.5
"('Period', 'Sports')",7,37.57142857142857,35.2
"('Screwball', 'Sex')",7,69.0,50.285714285714285
"('Family', 'Spy')",7,41.0,37.857142857142854
"('Action', 'LGBT')",7,60.5,50.0
"('Cult', 'Sex')",7,65.0,60.857142857142854
"('Drama', 'History')",7,76.0,73.4
"('Surrealism', 'World')",7,71.57142857142857,68.71428571428571
"('Science', 'Zombie')",7,64.28571428571429,68.83333333333333
"('Screwball', 'Thriller')",7,65.28571428571429,61.333333333333336
"('Absurdism', 'Musical')",7,71.16666666666667,90.75
"('Parody', 'Slasher')",7,33.142857142857146,33.333333333333336
"('Romance', 'Time')",7,63.0,62.833333333333336
"('Comedy', 'Sports')",7,62.57142857142857,35.666666666666664
"('Black', 'Surrealism')",7,68.42857142857143,62.857142857142854
"('Family', 'Martial')",7,45.6,29.5
"('Black', 'Slapstick')",7,51.142857142857146,31.333333333333332
"('Art', 'Comedy-drama')",7,78.14285714285714,85.0
"('Drama', 'Heist')",7,51.0,54.75
"('Holiday', 'Romantic')",7,55.142857142857146,41.0
"('Holiday', 'Romance')",7,55.0,40.6
"('Cult', 'Screwball')",7,74.16666666666667,72.14285714285714
"('Mockumentary', 'World')",7,67.71428571428571,80.0
"('Baseball', 'Sports')",7,44.57142857142857,40.142857142857146
"('LGBT', 'Teen')",7,55.666666666666664,52.333333333333336
"(""Children's"", 'Christmas')",7,51.857142857142854,30.6
"('Black-and-white', 'Buddy')",7,56.714285714285715,80.0
"('Musical', 'War')",7,72.71428571428571,60.5
"('Mockumentary', 'Musical')",7,83.66666666666667,78.2
"('Black-and-white', 'Period')",7,70.28571428571429,84.5
"(""Children's"", 'Comedy')",7,45.0,29.666666666666668
"('Crime', 'Whodunit')",7,50.0,62.666666666666664
"('Adventure', 'Stoner')",7,58.142857142857146,45.333333333333336
"('Satire', 'Slasher')",7,47.142857142857146,45.142857142857146
"('Caper', 'Drama')",7,57.142857142857146,78.0
"('Animal', 'Drama')",7,47.0,50.0
"('Comedy', 'Horror')",7,56.166666666666664,85.0
"('Indie', 'Japanese')",7,71.66666666666667,64.16666666666667
"('Animated', 'Family-Oriented')",7,62.714285714285715,
"('Road', 'World')",7,68.14285714285714,72.8
"('Absurdism', 'Gross')",7,66.0,35.333333333333336
"('Biography', 'Biopic')",7,80.83333333333333,74.83333333333333
"('Auto', 'Sports')",7,59.666666666666664,57.2
"('Black', 'Tragicomedy')",7,52.714285714285715,62.5
"('Biopic', 'Comedy-drama')",7,71.57142857142857,70.71428571428571
"('Adventure', 'Short')",7,67.5,69.66666666666667
"('Animal', 'Fantasy')",7,49.166666666666664,53.8
"('Animation', 'Superhero')",7,60.833333333333336,60.42857142857143
"('Japanese', 'Romance')",7,65.4,62.25
"('Absurdism', 'Gross-out')",7,66.0,35.333333333333336
"('Buddy', 'Sports')",7,54.857142857142854,44.166666666666664
"('Comedy-drama', 'Music')",7,68.28571428571429,60.166666666666664
"('Drama', 'Psychological')",7,59.666666666666664,70.6
"('Animation', 'Music')",7,61.666666666666664,61.5
"('New', 'Romance')",7,73.57142857142857,85.14285714285714
"('Japanese', 'Thriller')",7,63.42857142857143,47.0
"('Crime', 'Suspense')",7,63.42857142857143,59.166666666666664
"('Romance', 'Short')",6,44.75,10.0
"('Biography', 'Romance')",6,65.0,76.75
"('Road', 'Satire')",6,78.33333333333333,70.2
"(""Children's"", 'Mystery')",6,60.0,43.5
"('Fantasy', 'Martial')",6,47.2,45.0
"('Action', 'Animal')",6,43.333333333333336,25.4
"('Horror', 'Natural')",6,63.166666666666664,70.25
"('Biographical', 'Period')",6,55.4,83.0
"('Comedy', 'Political')",6,53.0,53.6
"('Melodrama', 'Romantic')",6,67.5,72.2
"('Experimental', 'Indie')",6,70.0,74.8
"('Buddy', 'Mystery')",6,55.5,47.166666666666664
"('Comedy', 'Road')",6,70.66666666666667,73.66666666666667
"('Melodrama', 'World')",6,78.66666666666667,79.0
"('Anime', 'Science')",6,72.16666666666667,62.5
"('Drama', 'Spy')",6,53.666666666666664,65.5
"('Horror', 'Romantic')",6,45.5,57.8
"('LGBT', 'Sports')",6,62.0,54.5
"('Domestic', 'Screwball')",6,50.666666666666664,30.0
"('Absurdism', 'Screwball')",6,75.5,69.16666666666667
"('Gross-out', 'Horror')",6,44.833333333333336,27.833333333333332
"('Screwball', 'Teen')",6,53.2,54.5
"('Buddy', 'Satire')",6,75.83333333333333,64.0
"(""Children's"", 'Stop')",6,79.33333333333333,92.75
"('Musical', 'Sports')",6,62.0,71.25
"('Adventure', 'Anime')",6,47.0,68.0
"('Mystery', 'Satire')",6,67.0,65.5
"('Adventure', 'Zombie')",6,62.6,61.0
"('Science', 'Short')",6,60.8,78.0
"('Music', 'Period')",6,71.33333333333333,72.0
"('Romantic', 'Time')",6,61.666666666666664,67.66666666666667
"('Comedy-drama', 'Short')",6,56.8,60.666666666666664
"('Monster', 'Science')",6,47.333333333333336,58.4
"('Period', 'Thriller')",6,69.0,66.25
"('Animation', 'Mystery')",6,79.6,80.5
"('Romantic', 'War')",6,86.16666666666667,76.8
"('Drama', 'Time')",6,58.833333333333336,52.833333333333336
"('Filipino', 'Romance')",6,61.75,
"('Filipino', 'Romantic')",6,53.5,
"('Backstage', 'Black-and-white')",6,43.4,89.0
"('Absurdism', 'Drama')",6,62.5,63.6
"('Drama', 'Surrealism')",6,72.16666666666667,70.16666666666667
"('Buddy', 'Martial')",6,50.666666666666664,46.0
"('Animation', 'Fairy')",6,72.66666666666667,68.75
"('Biography', 'Indie')",6,62.4,55.8
"('Art', 'Romantic')",6,81.16666666666667,79.33333333333333
"('Film', 'World')",6,57.0,52.5
"('Cult', 'Superhero')",6,51.2,57.666666666666664
"('Bollywood', 'Thriller')",6,57.0,62.5
"('Indie', 'War')",6,70.83333333333333,68.33333333333333
"('New', 'Romantic')",6,71.83333333333333,83.33333333333333
"('Caper', 'Thriller')",6,70.16666666666667,60.6
"('Courtroom', 'Crime')",6,62.8,60.75
"('Adventure', 'Doomsday')",6,60.2,61.666666666666664
"('Black-and-white', 'Sports')",6,38.333333333333336,100.0
"('Comedy', 'Gangster')",6,59.8,52.0
"('Action', 'Zombie')",6,57.6,59.0
"('Comedy-drama', 'Feminist')",6,73.66666666666667,84.16666666666667
"('Marriage', 'Romantic')",6,57.8,39.25
"('Comedy-drama', 'Media')",6,57.833333333333336,56.833333333333336
"('Buddy', ""Children's"")",6,48.166666666666664,51.6
"('Adventure', 'Domestic')",6,63.833333333333336,50.833333333333336
"('Remake', 'Romance')",6,51.166666666666664,53.6
"('Indie', 'Slasher')",6,47.833333333333336,49.8
"('Cult', 'Road')",6,74.0,66.5
"('Creature', 'Parody')",6,46.0,43.833333333333336
"('Religious', 'Romance')",6,58.5,46.666666666666664
"('Black', 'Gross-out')",6,56.666666666666664,33.4
"('Gross', 'Horror')",6,44.833333333333336,27.833333333333332
"('LGBT', 'Road')",6,75.83333333333333,78.66666666666667
"('Black', 'Gross')",6,56.666666666666664,33.4
"('Crime', 'Spy')",6,60.166666666666664,57.833333333333336
"('B-movie', 'Indie')",6,65.83333333333333,76.5
"('Silent', 'Western')",6,,
"('Fantasy', 'Screwball')",6,62.4,69.75
"('Crime', 'Teen')",6,57.0,30.0
"('Indie', 'Western')",6,41.0,50.0
"('Thriller', 'Western')",6,54.5,69.0
"('Drama', 'Prison')",6,66.5,47.333333333333336
"('Adventure', 'Fairy')",6,76.5,74.4
"('Cult', 'Gross-out')",6,64.16666666666667,53.5
"('Japanese', 'Parody')",6,65.66666666666667,64.5
"('Culture', 'Documentary')",6,46.0,45.333333333333336
"('Comedy', 'Fantasy')",6,55.833333333333336,55.4
"('Cult', 'Gross')",6,64.16666666666667,53.5
"('Adventure', 'Monster')",6,45.166666666666664,57.0
"('Drama', 'Pre-Code')",6,60.6,85.5
"('LGBT', 'Mystery')",5,54.0,54.666666666666664
"('LGBT', 'Period')",5,60.2,51.8
"('Comedy', 'Music')",5,64.0,66.66666666666667
"('Horror', 'Psychological')",5,54.5,67.0
"('LGBT', 'Screwball')",5,56.2,42.25
"('Horror', 'LGBT')",5,54.0,67.4
"('Christmas', 'Drama')",5,58.0,41.5
"('Anime', 'Family')",5,71.5,69.0
"('Hip', 'Parody')",5,58.0,53.25
"('Stoner', 'Teen')",5,66.8,47.8
"('Comedy-drama', 'Docudrama')",5,53.5,76.0
"('B-movie', 'Zombie')",5,46.5,51.0
"('Gay', 'Satire')",5,57.2,40.2
"('Slapstick', 'Spy')",5,61.6,34.2
"('Comedy', 'Japanese')",5,87.6,85.4
"('Japanese', 'Martial')",5,52.0,18.0
"('Christmas', 'Slapstick')",5,51.8,30.8
"('Animal', 'Slapstick')",5,37.2,35.666666666666664
"('Japanese', 'Science')",5,71.6,62.5
"('Thriller', 'Whodunit')",5,58.333333333333336,79.5
"('Hybrid', 'Western')",5,63.0,60.0
"('Japanese', 'Romantic')",5,65.0,69.5
