combinations,nombredoccurrence,audienceScoremoyenne,tomatoMetermoyen
"('Musical', 'Slice')",2,50.0,49.5
"('Musical', 'Spy')",2,50.5,57.0
"('Airplanes', 'Period')",2,41.0,26.5
"('Musical', 'Time')",2,57.0,44.0
"('Americana', 'Road')",2,85.5,80.0
"('Airplanes', 'Ensemble')",2,65.5,72.5
"('Media', 'Science')",2,69.5,85.0
"('Medical', 'Satire')",2,74.0,100.0
"('Gross', 'Musical')",2,55.0,0.0
"('New', 'Road')",2,90.5,91.0
"('Adventure', 'Anti-war')",2,67.0,67.0
"('Period', 'Tragicomedy')",2,59.0,57.0
"('Adventure', 'Americana')",2,78.5,78.0
"('Roadshow', 'Romance')",2,61.0,91.0
"('Adult', 'Sexploitation')",2,50.0,
"('Adult', 'Sex')",2,43.5,67.0
"('Political', 'Sex')",2,66.0,
"('Political', 'Spy')",2,75.0,88.5
"('Political', 'Stoner')",2,64.5,50.0
"('Political', 'Teen')",2,49.5,57.5
"('Road', 'Western')",2,51.5,57.5
"('Adult', 'Parody')",2,58.0,67.0
"('Pornographic', 'Softcore')",2,67.0,67.0
"('Domestic', 'Remake')",2,47.0,67.0
"('Prison', 'Romantic')",2,57.5,39.0
"('Adventure', 'Art')",2,82.5,86.0
"('New', 'Parody')",2,72.5,80.0
"('Medical', 'World')",2,79.0,75.0
"('Natural', 'Science')",2,43.5,70.0
"('Americana', 'Buddy')",2,85.5,80.0
"('Action', 'Religious')",2,48.5,29.5
"('Mockumentary', 'Political')",2,58.5,47.5
"('Alien', 'Sci-Fi')",2,68.0,56.5
"('Mockumentary', 'Short')",2,29.0,25.0
"('Alien', 'Parody')",2,59.5,47.0
"('Monster', 'Slasher')",2,26.0,27.0
"('Monster', 'Superhero')",2,39.0,40.0
"('Mumblecore', 'Romance')",2,58.5,84.0
"('Mumblecore', 'Romantic')",2,58.5,84.0
"('Action', 'Remake')",2,44.0,83.0
"('Alien', 'Horror')",2,68.0,56.5
"('Music', 'Slice')",2,66.5,73.0
"('Music', 'Thriller')",2,73.0,34.5
"('Music', 'War')",2,77.0,75.0
"('Musical', 'Surrealism')",2,76.0,73.5
"('Mockumentary', 'Sports')",2,79.0,86.0
"('Sci-Fi', 'Zombie')",2,76.0,84.5
"('Ensemble', 'Whodunit')",2,62.0,65.0
"('Absurdism', 'Pre-Code')",2,79.0,95.5
"('Ensemble', 'Science')",2,47.0,48.5
"('Biography', 'Music')",2,56.0,71.5
"('Ensemble', 'Slapstick')",2,62.5,72.0
"('Ensemble', 'Slice')",2,29.5,37.0
"('Ensemble', 'Social')",2,89.5,80.0
"('Ensemble', 'Stoner')",2,86.0,80.5
"('Silent', 'World')",2,79.0,75.0
"('Erotica', 'Japanese')",2,56.0,
"('Silent', 'Thriller')",2,84.0,95.0
"('Biography', 'Historical')",2,45.5,25.0
"('Epic', 'Period')",2,73.0,83.0
"('Erotic', 'Indie')",2,63.5,59.0
"('Erotic', 'Romance')",2,54.5,68.5
"('Biography', 'Domestic')",2,64.0,78.0
"('Silent', 'Sports')",2,62.5,90.0
"('Ensemble', 'Road')",2,90.0,80.0
"('Ensemble', 'New')",2,68.5,80.5
"('Stoner', 'Thriller')",2,61.5,56.0
"('Drama', 'Roadshow')",2,63.5,33.0
"('Black-and-white', 'Family-Oriented')",2,91.0,
"('Black-and-white', 'Ensemble')",2,67.0,100.0
"('Gothic', 'Horror')",2,44.0,70.0
"('Domestic', 'Science')",2,49.0,45.0
"('Absurdism', 'Airplanes')",2,66.0,97.0
"('Domestic', 'Slice')",2,43.0,31.0
"('Black-and-white', 'Creature')",2,85.0,89.0
"('Black-and-white', 'Christmas')",2,67.5,50.0
"('Absurdism', 'Animation')",2,80.5,68.0
"('Doomsday', 'Fantasy')",2,65.5,95.0
"('Black-and-white', 'Caper')",2,90.0,89.0
"('Doomsday', 'Parody')",2,57.0,46.5
"('Doomsday', 'Road')",2,74.5,89.0
"('Black-and-white', 'British')",2,68.0,87.5
"('Tragicomedy', 'War')",2,62.0,57.0
"('Absurdism', 'Sports')",2,64.0,40.5
"('Black', 'Computer')",2,38.0,39.0
"('Erotica', 'LGBT')",2,66.5,48.0
"('Biopic', 'Music')",2,59.0,62.0
"('Biopic', 'History')",2,71.5,92.0
"('Biopic', 'Film')",2,84.0,85.5
"('Biopic', 'Family')",2,72.0,
"('Dystopia', 'Family')",2,60.0,86.0
"('Dystopia', 'Indie')",2,50.5,71.0
"('Absurdism', 'Mystery')",2,57.0,45.0
"('Dystopia', 'Thriller')",2,50.5,71.0
"('Educational', 'Family')",2,83.5,91.5
"('Educational', 'Fantasy')",2,83.5,91.5
"('Ensemble', 'Fantasy')",2,47.0,48.5
"('Ensemble', 'Feminist')",2,88.5,89.5
"('Slapstick', 'Western')",2,65.0,93.0
"('Gross', 'Indie')",2,33.0,17.5
"('Biopic', 'Comedy')",2,73.0,77.5
"('Biopic', 'Black-and-white')",2,80.0,93.0
"('Biopic', 'LGBT')",2,63.5,70.0
"('Dystopia', 'Satire')",2,75.0,84.5
"('Drama', 'Suspense')",2,68.0,49.0
"('Splatter', 'Zombie')",2,88.0,92.0
"('Biography', 'Costume')",2,58.5,76.0
"('Erotica', 'Thriller')",2,46.0,9.0
"('Ensemble', 'Political')",2,58.5,35.0
"('Biography', 'Thriller')",2,59.5,79.0
"('Absurdism', 'Spy')",2,52.0,73.0
"('Biography', 'Tragicomedy')",2,67.5,47.5
"('Spy', 'World')",2,47.5,75.0
"('Biopic', 'Slapstick')",2,61.0,
"('Splatter', 'Stop')",2,88.0,92.0
"('Slice', 'Sports')",2,52.5,42.0
"('Drama', 'Superhero')",2,41.5,52.0
"('Drama', 'Supernatural')",2,35.5,
"('Biopic', 'Musical')",2,71.0,76.0
"('Biography', 'Culture')",2,72.0,55.5
"('Black-and-white', 'Horse')",1,56.0,100.0
"('Black-and-white', 'Historical')",1,79.0,75.0
"('Domestic', 'Horror')",1,72.0,60.0
"('Black-and-white', 'Hip')",1,86.0,83.0
"('Docudrama', 'Television')",1,,
"('Black-and-white', 'Gangster')",1,29.0,57.0
"('Domestic', 'Media')",1,30.0,64.0
"('Domestic', 'Melodrama')",1,82.0,89.0
"('Domestic', 'Mockumentary')",1,30.0,64.0
"('Black-and-white', 'Feminist')",1,74.0,88.0
"('Docudrama', 'Spy')",1,73.0,82.0
"('Docudrama', 'Satire')",1,80.0,67.0
"('Black-and-white', 'Foreign')",1,63.0,83.0
"('Domestic', 'Religious')",1,83.0,
"('Docudrama', 'Pre-Code')",1,75.0,
"('Docudrama', 'Thriller')",1,44.0,79.0
"('Docudrama', 'Political')",1,73.0,82.0
"('Black-and-white', 'Escape')",1,43.0,
"('Docudrama', 'Parody')",1,80.0,67.0
"('Black-and-white', 'Jungle')",1,38.0,60.0
"('Docudrama', 'Period')",1,,
"('Black-and-white', 'Jukebox')",1,67.0,100.0
"('Biopic', 'Japanese')",1,83.0,
"('Black-and-white', 'Juvenile')",1,44.0,
"('Biopic', 'Hip')",1,39.0,47.0
"('Dance', 'Japanese')",1,57.0,47.0
"('Dance', 'LGBT')",1,79.0,96.0
"('Dogme', 'Sports')",1,74.0,94.0
"('Dance', 'Hip')",1,82.0,
"('Dance', 'Ensemble')",1,79.0,96.0
"('Biopic', 'Medical')",1,73.0,21.0
"('Black-and-white', 'Surrealism')",1,67.0,
"('Biopic', 'Marriage')",1,86.0,94.0
"('Drama', 'Tollywood')",1,43.0,
"('Biopic', 'Gangster')",1,58.0,
"('Black-and-white', 'Star')",1,67.0,100.0
"('Drama', 'Whodunit')",1,29.0,
"('Czechoslovak', 'Romantic')",1,84.0,94.0
"('Czechoslovak', 'Romance')",1,84.0,94.0
"('Drama', 'Zombie')",1,32.0,80.0
"('Biopic', 'Cult')",1,88.0,93.0
"('Dystopia', 'Future')",1,90.0,98.0
"('Blaxploitation', 'Comedy-drama')",1,70.0,88.0
"('Biography', 'Western')",1,,
"('Detective', 'Neo-noir')",1,,
"('Black-and-white', 'Medical')",1,79.0,75.0
"('Drama', 'Exploitation')",1,87.0,75.0
"('Documentary', 'Japanese')",1,75.0,49.0
"('Black', 'Slice')",1,63.0,75.0
"('Disaster', 'Fantasy')",1,72.0,86.0
"('Disaster', 'Family')",1,72.0,86.0
"('Black', 'Tragedy')",1,59.0,82.0
"('Disaster', 'Doomsday')",1,21.0,1.0
"('Black', 'Television')",1,58.0,
"('Drama', 'Escape')",1,,17.0
"('Black', 'Supermarionation')",1,80.0,77.0
"('Detective', 'World')",1,44.0,
"('Detective', 'Supernatural')",1,,
"('Drama', 'Feature')",1,73.0,72.0
"('Domestic', 'Short')",1,,
"('Drama', 'Female')",1,79.0,61.0
"('Black-and-white', 'Roadshow')",1,62.0,91.0
"('Drama', 'Fictional')",1,72.0,55.0
"('Detective', 'Screwball')",1,44.0,
"('Black', 'Sexploitation')",1,66.0,82.0
"('Drama', 'Future')",1,90.0,98.0
"('Black', 'Revisionist')",1,,
"('Dance', 'Mockumentary')",1,68.0,92.0
"('Detective', 'Remake')",1,63.0,80.0
"('Doomsday', 'Time')",1,63.0,
"('Black-and-white', 'Documentary')",1,59.0,
"('Documentary', 'Media')",1,45.0,0.0
"('Documentary', 'Silent')",1,59.0,
"('Documentary', 'Mockumentary')",1,,
"('Documentary', 'History')",1,,
"('Documentary', 'Musical')",1,,
"('Documentary', 'Mystery')",1,,
"('Documentary', 'Political')",1,,
"('Documentary', 'Romance')",1,75.0,
"('Documentary', 'Romantic')",1,75.0,
"('Documentary', 'Science')",1,,
"('Black-and-white', 'Monster')",1,85.0,89.0
"('Documentary', 'Hip')",1,74.0,92.0
"('Black-and-white', 'Psychological')",1,,
"('Black-and-white', 'Mondo')",1,72.0,80.0
"('Black-and-white', 'Mockumentary')",1,86.0,83.0
"('Black-and-white', 'New')",1,94.0,93.0
"('Dogme', 'LGBT')",1,69.0,55.0
"('Dogme', 'Melodrama')",1,69.0,55.0
"('Dogme', 'Romance')",1,69.0,55.0
"('Dogme', 'Romantic')",1,69.0,55.0
"('Dogme', 'Satire')",1,74.0,94.0
"('Docudrama', 'War')",1,56.0,
"('Biopic', 'Punk')",1,87.0,87.0
"('Drama', 'Pornographic')",1,59.0,
"('Drama', 'Stand-up')",1,43.0,60.0
"('Biopic', 'Romantic')",1,71.0,76.0
"('Black-and-white', 'Zombie')",1,100.0,
"('Dance', 'Thriller')",1,83.0,14.0
"('Drama', 'Revisionist')",1,,
"('Blaxploitation', 'Buddy')",1,80.0,67.0
"('Dance', 'Slapstick')",1,83.0,14.0
"('Black', 'Clay')",1,38.0,
"('Drama', 'Sci-Fi')",1,31.0,40.0
"('Dance', 'Period')",1,70.0,66.0
"('Dance', 'Parody')",1,30.0,18.0
"('Blaxploitation', 'Comedy')",1,59.0,6.0
"('Drama', 'Sexploitation')",1,59.0,
"('Black', 'Bollywood')",1,72.0,86.0
"('Biopic', 'World')",1,50.0,
"('Biopic', 'Tragicomedy')",1,73.0,21.0
"('Black', 'Future')",1,90.0,98.0
"('Biopic', 'Thriller')",1,75.0,79.0
"('Black-and-white', 'Swashbuckler')",1,,
"('Detective', 'Gangster')",1,24.0,22.0
"('Detective', 'Master')",1,43.0,17.0
"('Black', 'Natural')",1,84.0,94.0
"('Black', 'Music')",1,74.0,53.0
"('Black', 'Documentary')",1,90.0,90.0
"('Detective', 'Ensemble')",1,82.0,65.0
"('Black', 'Epic')",1,,
"('Heavenly', 'Holiday')",1,51.0,82.0
"('Doomsday', 'Superhero')",1,41.0,
"('Creature', 'Road')",1,50.0,50.0
"('Historical', 'Japanese')",1,,
"('Haunted', 'World')",1,53.0,60.0
"('Heaven-Can-Wait', 'Indie')",1,82.0,67.0
"('Heaven-Can-Wait', 'Music')",1,71.0,
"('Heaven-Can-Wait', 'Musical')",1,71.0,
"('Heaven-Can-Wait', 'Romance')",1,82.0,67.0
"('Heaven-Can-Wait', 'Romantic')",1,82.0,67.0
"('Heavenly', 'Parody')",1,52.0,24.0
"('Black-and-white', 'Time')",1,72.0,
"('Anthology', 'Satire')",1,56.0,75.0
"('Anthology', 'Fantasy')",1,56.0,75.0
"('Anthology', 'Drama')",1,56.0,75.0
"('Heaven-Can-Wait', 'Horror')",1,82.0,85.0
"('Animation', 'Heaven-Can-Wait')",1,71.0,
"('Crime', 'Time')",1,77.0,73.0
"('Family-Oriented', 'Silent')",1,91.0,
"('Black', 'Existentialism')",1,93.0,87.0
"('Drama', 'Pinku')",1,56.0,
"('Black', 'Mumblecore')",1,49.0,79.0
"('Black', 'Monster')",1,58.0,57.0
"('Black', 'Mondo')",1,72.0,80.0
"('Ensemble', 'Gross')",1,68.0,52.0
"('Culture', 'Interpersonal')",1,,17.0
"('Educational', 'Science')",1,77.0,87.0
"('Ensemble', 'Erotica')",1,77.0,68.0
"('Ensemble', 'Experimental')",1,74.0,96.0
"('Biopic', 'Costume')",1,71.0,76.0
"('Ensemble', 'Female')",1,79.0,61.0
"('Culture', 'History')",1,,
"('Blaxploitation', 'Cult')",1,70.0,88.0
"('Ensemble', 'Gangster')",1,62.0,30.0
"('Ensemble', 'Gross-out')",1,68.0,52.0
"('Dystopia', 'Time')",1,60.0,71.0
"('Ensemble', 'Heist')",1,60.0,55.0
"('Ensemble', 'History')",1,57.0,
"('Ensemble', 'Holiday')",1,72.0,64.0
"('Ensemble', 'Jukebox')",1,67.0,100.0
"('Dystopia', 'Period')",1,79.0,86.0
"('Dystopia', 'Parody')",1,60.0,71.0
"('Dystopia', 'Kafkaesque')",1,90.0,98.0
"('Culture', 'World')",1,19.0,
"('Biopic', 'Satire')",1,80.0,67.0
"('Culture', 'Political')",1,,
"('Dystopia', 'Superhero')",1,41.0,
"('Drama', 'Hybrid')",1,41.0,50.0
"('Black', 'Indian')",1,,
"('Drama', 'Indian')",1,,
"('Black', 'Mockumentary')",1,60.0,
"('Detective', 'LGBT')",1,,
"('Drama', 'Juvenile')",1,44.0,
"('Drama', 'Kafkaesque')",1,90.0,98.0
"('Detective', 'Japanese')",1,35.0,
"('Drama', 'Legal')",1,81.0,82.0
"('Drama', 'Malayalam')",1,,
"('Black', 'Kafkaesque')",1,90.0,98.0
"('Black-and-white', 'Suspense')",1,,
"('Culture', 'Sports')",1,19.0,
"('Black', 'Hip')",1,50.0,
"('Drama', 'Monster')",1,72.0,93.0
"('Black', 'Heavenly')",1,59.0,41.0
"('Black', 'Haunted')",1,82.0,85.0
"('Biopic', 'Slice')",1,47.0,48.0
"('Dance', 'Music')",1,83.0,14.0
"('Drama', 'Softcore')",1,59.0,
"('Dystopia', 'Political')",1,60.0,71.0
"('Culture', 'Stand-up')",1,72.0,94.0
"('Doomsday', 'Thriller')",1,41.0,
"('Erotic', 'Whodunit')",1,,
"('Doomsday', 'Sci-Fi')",1,90.0,95.0
"('Black-and-white', 'Boxing')",1,,
"('Cult', 'Experimental')",1,89.0,50.0
"('Beach', 'Indie')",1,66.0,56.0
"('Beach', 'Horror')",1,66.0,56.0
"('Bollywood', 'Superhero')",1,84.0,
"('Ensemble', 'Master')",1,75.0,70.0
"('Experimental', 'Romantic')",1,74.0,96.0
"('Experimental', 'Road')",1,89.0,50.0
"('Epic', 'History')",1,,
"('Epic', 'Indian')",1,,
"('Epic', 'New')",1,,
"('Bloopers', 'Japanese')",1,75.0,49.0
"('Epic', 'Revisionist')",1,,
"('Epic', 'Romance')",1,73.0,83.0
"('Epic', 'Romantic')",1,73.0,83.0
"('Epic', 'War')",1,,
"('Epic', 'Western')",1,,
"('Erotic', 'Experimental')",1,70.0,78.0
"('Erotic', 'Fantasy')",1,,50.0
"('Erotic', 'Horror')",1,,
"('Erotic', 'Musical')",1,70.0,78.0
"('Erotic', 'Mystery')",1,,
"('Cult', 'Exploitation')",1,87.0,75.0
"('Beach', 'Romance')",1,39.0,8.0
"('Cult', 'Extreme')",1,75.0,49.0
"('Biographical', 'Costume')",1,46.0,
"('Crime', 'Women')",1,71.0,
"('Bollywood', 'Workplace')",1,68.0,88.0
"('Beach', 'Black')",1,66.0,56.0
"('Family', 'Sword')",1,68.0,86.0
"('Family', 'Swashbuckler')",1,62.0,30.0
"('Biographical', 'Cult')",1,88.0,93.0
"('Family', 'Political')",1,42.0,14.0
"('Bollywood', 'Sex')",1,68.0,87.0
"('Bollywood', 'Slice')",1,51.0,67.0
"('Family', 'Revisionist')",1,87.0,89.0
"('Beach', 'Romantic')",1,39.0,8.0
"('Cult', 'Future')",1,90.0,98.0
"('Family', 'Roadshow')",1,60.0,
"('Bollywood', 'Sports')",1,25.0,
"('Biker', 'Road')",1,61.0,14.0
"('Bollywood', 'Haunted')",1,53.0,60.0
"('Cult', 'Family-Oriented')",1,39.0,58.0
"('Beach', 'Softcore')",1,46.0,
"('Beach', 'Sexploitation')",1,46.0,
"('Beach', 'Sex')",1,46.0,
"('Erotic', 'Neo-noir')",1,,
"('Erotic', 'Psychological')",1,88.0,
"('Bloopers', 'Parody')",1,,
"('Existentialism', 'Indie')",1,,
"('Ensemble', 'Surrealism')",1,76.0,81.0
"('Biography', 'Marriage')",1,86.0,94.0
"('Biography', 'Interpersonal')",1,,17.0
"('Ensemble', 'Tragicomedy')",1,40.0,52.0
"('Bloopers', 'Indie')",1,,
"('Erotica', 'Fantasy')",1,56.0,
"('Erotica', 'Film')",1,75.0,79.0
"('Erotica', 'Horror')",1,,
"('Existentialism', 'Film')",1,,
"('Existentialism', 'LGBT')",1,93.0,87.0
"('Biography', 'Media')",1,45.0,0.0
"('Existentialism', 'Marriage')",1,84.0,83.0
"('Existentialism', 'Media')",1,89.0,95.0
"('Existentialism', 'Parody')",1,89.0,95.0
"('Existentialism', 'Road')",1,84.0,83.0
"('Cult', 'Period')",1,92.0,83.0
"('Bollywood', 'Family-Oriented')",1,53.0,60.0
"('Existentialism', 'Satire')",1,93.0,87.0
"('Existentialism', 'Science')",1,89.0,95.0
"('Existentialism', 'Tragedy')",1,,
"('Ensemble', 'Star')",1,67.0,100.0
"('Blaxploitation', 'Thriller')",1,56.0,
"('Erotic', 'Science')",1,70.0,78.0
"('Biography', 'Spy')",1,73.0,82.0
"('Erotic', 'Superhero')",1,,50.0
"('Erotic', 'Surrealism')",1,70.0,78.0
"('Haunted', 'Screwball')",1,23.0,
"('Epic', 'Film')",1,73.0,83.0
"('Erotic', 'World')",1,70.0,78.0
"('Biography', 'Family')",1,,
"('Ensemble', 'War')",1,76.0,81.0
"('Biography', 'Stand-up')",1,72.0,94.0
"('Cult', 'Western')",1,79.0,33.0
"('Biography', 'Sports')",1,44.0,
"('Cult', 'Supermarionation')",1,80.0,77.0
"('Ensemble', 'Punk')",1,89.0,69.0
"('Blaxploitation', 'Musical')",1,63.0,27.0
"('Biography', 'Romantic')",1,71.0,76.0
"('Biography', 'Punk')",1,87.0,87.0
"('Blaxploitation', 'Satire')",1,70.0,88.0
"('Cult', 'Suspense')",1,71.0,53.0
"('Cult', 'Surrealism')",1,75.0,63.0
"('Biography', 'Medical')",1,73.0,21.0
"('Blaxploitation', 'Sports')",1,59.0,6.0
"('Boxing', 'Parody')",1,35.0,42.0
"('B-movie', 'Women')",1,71.0,
"('Family-Oriented', 'Road')",1,88.0,88.0
"('Family', 'Historical')",1,,
"('Biography', 'War')",1,47.0,
"('Biography', 'Television')",1,58.0,
"('Cult', 'Japanese')",1,75.0,49.0
"('Family', 'Gothic')",1,63.0,72.0
"('Cult', 'Humour')",1,95.0,98.0
"('Biographical', 'Music')",1,20.0,
"('Family', 'Heaven-Can-Wait')",1,71.0,
"('Biographical', 'Mockumentary')",1,71.0,79.0
"('Family', 'Hip')",1,82.0,
"('Biographical', 'Medical')",1,73.0,21.0
"('Docudrama', 'Feminist')",1,70.0,78.0
"('Biographical', 'Marriage')",1,86.0,94.0
"('Bollywood', 'Satire')",1,38.0,40.0
"('Family', 'Humour')",1,85.0,63.0
"('Family', 'Hybrid')",1,78.0,80.0
"('Biographical', 'LGBT')",1,88.0,93.0
"('Biographical', 'Japanese')",1,,
"('Cult', 'Holiday')",1,75.0,78.0
"('Cult', 'Hip')",1,25.0,14.0
"('Family', 'Marriage')",1,50.0,
"('Crime', 'War')",1,77.0,94.0
"('Disaster', 'Romance')",1,89.0,97.0
"('Cult', 'Haunted')",1,45.0,69.0
"('Doomsday', 'Dystopia')",1,41.0,
"('Domestic', 'Silent')",1,,
"('Black-and-white', 'Docudrama')",1,75.0,
"('Docudrama', 'History')",1,73.0,82.0
"('Docudrama', 'Gangster')",1,50.0,
"('Domestic', 'Surrealism')",1,72.0,60.0
"('Black-and-white', 'Coming')",1,70.0,
"('Domestic', 'Television')",1,58.0,
"('Black-and-white', 'Childhood')",1,44.0,
"('Doomsday', 'Drama')",1,63.0,64.0
"('Drama', 'Gulf')",1,77.0,94.0
"('Doomsday', 'Romance')",1,90.0,95.0
"('Doomsday', 'Experimental')",1,63.0,64.0
"('Docudrama', 'Family')",1,,
"('Doomsday', 'Film')",1,63.0,64.0
"('Black-and-white', 'Cavalry')",1,,
"('Black-and-white', 'Religious')",1,79.0,75.0
"('Doomsday', 'Martial')",1,63.0,
"('Doomsday', 'Musical')",1,63.0,
"('Disaster', 'Science')",1,43.0,
"('Disaster', 'Satire')",1,89.0,97.0
"('Cult', 'Heist')",1,78.0,57.0
"('Family', 'Mockumentary')",1,70.0,79.0
"('Family-Oriented', 'Religious')",1,85.0,75.0
"('Family', 'Wuxia')",1,74.0,81.0
"('Family', 'Feminist')",1,62.0,82.0
"('Biographical', 'Fantasy')",1,71.0,79.0
"('Biographical', 'Documentary')",1,68.0,39.0
"('Biographical', 'Docudrama')",1,73.0,82.0
"('Baseball', 'Music')",1,21.0,0.0
"('Baseball', 'Japanese')",1,29.0,6.0
"('Family', 'Whodunit')",1,42.0,
"('Family', 'Workplace')",1,48.0,27.0
"('Cult', 'Documentary')",1,75.0,49.0
"('Family-Oriented', 'Film')",1,52.0,
"('Fairy', 'Slapstick')",1,51.0,
"('Family-Oriented', 'Haunted')",1,53.0,60.0
"('Family-Oriented', 'Heaven-Can-Wait')",1,71.0,
"('Cult', 'Dance')",1,83.0,14.0
"('Family-Oriented', 'Indie')",1,91.0,
"('Crime', 'Zombie')",1,45.0,
"('Backstage', 'Pre-Code')",1,17.0,
"('Crime', 'Wuxia')",1,89.0,90.0
"('Boxing', 'Musical')",1,42.0,40.0
"('Family-Oriented', 'Period')",1,18.0,
"('Cult', 'Martial')",1,86.0,
"('Fairy', 'Short')",1,90.0,88.0
"('Cult', 'Kafkaesque')",1,90.0,98.0
"('Experimental', 'Western')",1,93.0,30.0
"('Family', 'Monster')",1,67.0,69.0
"('Biographical', 'Musical')",1,29.0,
"('Biographical', 'Punk')",1,87.0,87.0
"('Experimental', 'Science')",1,70.0,78.0
"('Experimental', 'Sex')",1,86.0,86.0
"('Experimental', 'Slice')",1,50.0,
"('Experimental', 'Stop')",1,86.0,86.0
"('Bollywood', 'History')",1,94.0,88.0
"('Experimental', 'Time')",1,100.0,
"('Experimental', 'World')",1,70.0,78.0
"('Bollywood', 'Period')",1,25.0,
"('Exploitation', 'Stoner')",1,87.0,75.0
"('Extreme', 'Japanese')",1,75.0,49.0
"('Bollywood', 'Horror')",1,53.0,60.0
"('Biographical', 'Stand-up')",1,68.0,39.0
"('Biographical', 'Spy')",1,73.0,82.0
"('Bollywood', 'Martial')",1,31.0,42.0
"('Fairy', 'Holiday')",1,90.0,88.0
"('Biographical', 'Satire')",1,71.0,79.0
"('Fairy', 'Parody')",1,,
"('Haunted', 'Teen')",1,52.0,14.0
"('Courtroom', 'Suspense')",1,81.0,82.0
"('Haunted', 'Romance')",1,56.0,
"('Gay', 'Gross')",1,72.0,84.0
"('Avant-garde', 'Romantic')",1,74.0,96.0
"('Fantasy', 'Master')",1,43.0,17.0
"('British', 'Star')",1,67.0,100.0
"('B-movie', 'Black-and-white')",1,71.0,
"('Fantasy', 'Kafkaesque')",1,90.0,98.0
"('B-movie', 'Splatter')",1,29.0,
"('Crime', 'Television')",1,9.0,
"('Family-Oriented', 'Thriller')",1,32.0,38.0
"('Family-Oriented', 'War')",1,79.0,
"('Family-Oriented', 'Western')",1,23.0,
"('British', 'Ensemble')",1,67.0,100.0
"('Fantasy', 'Feminist')",1,72.0,100.0
"('British', 'Indie')",1,67.0,100.0
"('B-movie', 'Natural')",1,33.0,47.0
"('Fantasy', 'Future')",1,90.0,98.0
"('Fantasy', 'Gay')",1,65.0,37.0
"('Fantasy', 'Gothic')",1,63.0,72.0
"('Fantasy', 'Gross')",1,42.0,56.0
"('Fantasy', 'Gross-out')",1,42.0,56.0
"('B-movie', 'Musical')",1,64.0,64.0
"('B-movie', 'LGBT')",1,92.0,97.0
"('British', 'Sex')",1,69.0,75.0
"('Fantasy', 'Roadshow')",1,62.0,91.0
"('Avant-garde', 'Science')",1,70.0,78.0
"('Avant-garde', 'World')",1,70.0,78.0
"('Crime', 'Gulf')",1,77.0,94.0
"('Archives', 'Black')",1,68.0,35.0
"('Auto', 'Indie')",1,64.0,81.0
"('Auto', 'Parody')",1,73.0,71.0
"('Fantasy', 'Media')",1,89.0,95.0
"('British', 'Music')",1,67.0,100.0
"('British', 'Musical')",1,67.0,100.0
"('British', 'Romance')",1,69.0,75.0
"('B-Western', 'Black-and-white')",1,57.0,50.0
"('Fantasy', 'Mythological')",1,27.0,14.0
"('Fantasy', 'Revisionist')",1,87.0,89.0
"('Fantasy', 'New')",1,68.0,87.0
"('Avant-garde', 'Western')",1,93.0,30.0
"('Avant-garde', 'Time')",1,100.0,
"('Fantasy', 'Pinku')",1,56.0,
"('Crime', 'Social')",1,64.0,30.0
"('Fantasy', 'Pre-Code')",1,11.0,
"('British', 'Romantic')",1,69.0,75.0
"('Avant-garde', 'Stop')",1,86.0,86.0
"('Avant-garde', 'Sex')",1,86.0,86.0
"('Fantasy', 'Hip')",1,17.0,
"('B-movie', 'Gothic')",1,50.0,70.0
"('B-movie', 'Fantasy')",1,65.0,56.0
"('Avant-garde', 'Gay')",1,93.0,30.0
"('Fictional', 'Musical')",1,72.0,55.0
"('Fictional', 'Sex')",1,59.0,90.0
"('Female', 'Romance')",1,79.0,61.0
"('Feature', 'World')",1,73.0,72.0
"('Feature', 'LGBT')",1,73.0,72.0
"('Feature', 'Gay')",1,73.0,72.0
"('Avant-garde', 'LGBT')",1,93.0,30.0
"('Buddy', 'Childhood')",1,77.0,44.0
"('Avant-garde', 'Hybrid')",1,93.0,30.0
"('Avant-garde', 'Fantasy')",1,79.0,79.0
"('Fictional', 'Hip')",1,72.0,55.0
"('Avant-garde', 'Family')",1,74.0,96.0
"('Fantasy', 'Stoner')",1,44.0,66.0
"('Avant-garde', 'Erotic')",1,70.0,78.0
"('Avant-garde', 'Ensemble')",1,74.0,96.0
"('Avant-garde', 'Cult')",1,89.0,50.0
"('Filipino', 'LGBT')",1,,
"('Buddy', 'Computer')",1,92.0,100.0
"('Avant-garde', 'Coming')",1,69.0,43.0
"('Avant-garde', 'Comedy-drama')",1,69.0,43.0
"('Fictional', 'Indie')",1,72.0,55.0
"('Fictional', 'Gay')",1,59.0,90.0
"('British', 'Jukebox')",1,67.0,100.0
"('Crime', 'Revisionist')",1,43.0,56.0
"('Crime', 'Stop')",1,92.0,100.0
"('B-movie', 'Costume')",1,40.0,
"('Avant-garde', 'Road')",1,89.0,50.0
"('Avant-garde', 'Period')",1,79.0,79.0
"('Buddy', 'Caper')",1,48.0,17.0
"('Female', 'Romantic')",1,79.0,61.0
"('Buddy', 'Doomsday')",1,41.0,
"('Buddy', 'Dystopia')",1,41.0,
"('Auto', 'Thriller')",1,64.0,81.0
"('Feminist', 'Mystery')",1,62.0,84.0
"('Buddy', 'Gay')",1,71.0,43.0
"('Feminist', 'Parody')",1,60.0,83.0
"('Buddy', 'Experimental')",1,89.0,50.0
