wikipedia_id,freebase_id,title_x,release_date,box_office_revenue,runtime,languages,countries,genres,id,title_y,audienceScore,tomatoMeter,rating,ratingContents,releaseDateTheaters,releaseDateStreaming,runtimeMinutes,genre,originalLanguage,director,writer,boxOffice,distributor,soundMix,Matched_Title,min_date_difference
5467528,/m/0dn5gt,Our Relations,1936-10-30,,7.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/02hmvc': 'Short Film', '/m/0hj3mz5': 'Comedy of Errors', '/m/01z4y': 'Comedy', '/m/01g6gs': 'Black-and-white'}",our_relations,Our Relations,83.0,,,,1936-10-30,2007-06-14,74.0,Comedy,English,Harry Lachman,"Richard Connell,Felix Adler,Mauri Grashin,Clarence Hennecke,Stan Laurel,Harrington Reynolds",,,,Our Relations,0.0
5467648,/m/0dn5pg,Flying Elephants,1928-02-12,,17.0,"{""/m/06ppq"": ""Silent film"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06ppq': 'Silent film', '/m/0219x_': 'Indie', '/m/01g6gs': 'Black-and-white', '/m/02hmvc': 'Short Film', '/m/01hmnh': 'Fantasy', '/m/01z4y': 'Comedy', '/m/09q17': 'Slapstick'}",hunting_elephants,Hunting Elephants,62.0,36.0,,,,2015-08-11,107.0,Comedy,Hebrew,Reshef Levi,"Reshef Levi,Regev Levi",,,,Flying Elephants,31957.0
5474283,/m/0dngwj,S*P*Y*S,1974-06-28,4550000.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/03btsm8': 'Action/Adventure', '/m/0gf28': 'Parody', '/m/02kdv5l': 'Action', '/m/01z4y': 'Comedy', '/m/0bkbm': 'Spy'}",spys_1974,S.P.Y.S,16.0,,,,,2007-04-03,87.0,"Comedy, Action",English,Irvin Kershner,"Lawrence J. Cohen,Fred Freeman",,,,S*P*Y*S,11967.0
5499151,/m/0dpl44,Crazy in Alabama,1999-09-09,2005840.0,111.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/0lsxr': 'Crime Fiction', '/m/06lbpz': 'Social problem film', '/m/01t_vv': 'Comedy-drama', '/m/04xvlr': 'Period piece', '/m/01j1n2': 'Coming of age', '/m/01z4y': 'Comedy', '/m/07s9rl0': 'Drama', '/m/05bh16v': 'Courtroom Drama'}",crazy_in_alabama,Crazy in Alabama,64.0,30.0,,,,2000-03-28,111.0,"Comedy, Drama",English,Antonio Banderas,Mark Childress,$2.0M,,Surround,Crazy in Alabama,201.0
5501180,/m/0dpp85,Going Berserk,1983-10-28,,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{'/m/0gf28': 'Parody', '/m/06nbt': 'Satire', '/m/01z4y': 'Comedy'}",going_berserk,Going Berserk,30.0,,,,1983-09-30,2008-08-26,85.0,Comedy,English,David Steinberg,Dana Olsen,,Universal Pictures,,Going Berserk,28.0
5501911,/m/0dpq8z,A Fine Mess,1986-08-08,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/0lsxr': 'Crime Fiction', '/m/01z4y': 'Comedy', '/m/09q17': 'Slapstick'}",fine_mess,A Fine Mess,35.0,25.0,,,1986-08-08,2005-12-08,88.0,Comedy,English,Blake Edwards,,$5.0M,,,A Fine Mess,0.0
5524740,/m/0dqwvw,Osmosis Jones,2001-08-07,13596911.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/03k9fj': 'Adventure', '/m/0hj3l_y': 'Action Comedy', '/m/0hcr': 'Animation', '/m/03btsm8': 'Action/Adventure', '/m/01jw2w': 'Gross-out film', '/m/01hmnh': 'Fantasy', '/m/01z4y': 'Comedy', '/m/0bbc17': 'Gross out', '/m/0hqxf': 'Family Film', '/m/02kdv5l': 'Action'}",osmosis_jones,Osmosis Jones,42.0,56.0,PG,['Bodily Humor'],2001-08-10,2001-11-13,98.0,"Kids & family, Comedy",English,"Peter Farrelly,Robert Farrelly",Marc Hyman,$13.6M,Warner Bros. Pictures,"Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital",Osmosis Jones,3.0
5533519,/m/0dr8s_,The Crocodile Hunter: Collision Course,2002-07-12,33436931.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia"", ""/m/0ctw_b"": ""New Zealand""}","{'/m/03k9fj': 'Adventure', '/m/03q4nz': 'World cinema', '/m/0hj3mtj': 'Animal Picture', '/m/03btsm8': 'Action/Adventure', '/m/0hj3msd': 'Adventure Comedy', '/m/01z4y': 'Comedy', '/m/0hqxf': 'Family Film', '/m/02kdv5l': 'Action', '/m/0hj3n26': 'Family-Oriented Adventure'}",the_crocodile_hunter_collision_course,The Crocodile Hunter: Collision Course,44.0,53.0,PG,"['Mild Language', 'Action/Violence']",2002-07-12,2002-12-17,90.0,"Comedy, Adventure",English,John Stainton,"John Stainton,Holly Goldberg Sloan",$28.4M,Metro-Goldwyn-Mayer,"Dolby SR, DTS, Dolby Stereo, Surround, Dolby A, Dolby Digital",The Crocodile Hunter: Collision Course,0.0
5561269,/m/0dsmwq,The Haunted House,1921-02-10,,21.0,"{""/m/06ppq"": ""Silent film"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/02hmvc': 'Short Film', '/m/06ppq': 'Silent film', '/m/01z4y': 'Comedy', '/m/01g6gs': 'Black-and-white'}",the-haunted-house1921,The Haunted House,84.0,,,,1921-02-21,,21.0,"Comedy, Horror",,"Edward F. Cline,Buster Keaton","Edward F. Cline,Buster Keaton",,Metro Pictures,,The Haunted House,11.0
5570152,/m/0dt0p9,I Was a Male War Bride,1949-08-19,,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/02l7c8': 'Romance Film', '/m/01z4y': 'Comedy'}",i_was_a_male_war_bride,I Was a Male War Bride,72.0,76.0,,,1949-08-11,2004-01-06,105.0,Comedy,English,Howard Hawks,"Henri Rochard,Charles Lederer,Leonard Spigelgass,Hagar Wilde",,20th Century Fox,Mono,I Was a Male War Bride,8.0
5579651,/m/0dtk8z,Bad Company,2002-04-26,65977295.0,116.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/03btsm8': 'Action/Adventure', '/m/01jfsb': 'Thriller', '/m/02kdv5l': 'Action', '/m/01z4y': 'Comedy', '/m/0bkbm': 'Spy'}",1001553-bad_company,Bad Company,71.0,86.0,,,,2002-06-04,93.0,"Western, Comedy",English,Robert Benton,"David Newman,Robert Benton",,,,Bad Company,39.0
5589362,/m/0dv0dn,How I Got Into College,1989-05-19,,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/02l7c8': 'Romance Film', '/m/06nbt': 'Satire', '/m/01z4y': 'Comedy', '/m/02b5_l': 'Teen'}",how_i_got_into_college,How I Got Into College,42.0,43.0,,,,2018-07-01,87.0,"Romance, Comedy",English,Savage Steve Holland,,$1.3M,,Surround,How I Got Into College,10635.0
5603193,/m/0dvrs4,The Second Hundred Years,1927-10-08,,23.0,"{""/m/06ppq"": ""Silent film"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06ppq': 'Silent film', '/m/0219x_': 'Indie', '/m/01g6gs': 'Black-and-white', '/m/02hmvc': 'Short Film', '/m/01z4y': 'Comedy', '/m/0hj3n1c': 'Escape Film', '/m/09q17': 'Slapstick'}",one_hundred_years_of_evil,One Hundred Years of Evil,43.0,,,,,2013-04-11,80.0,Comedy,English,"Erik Eger,Magnus Oliv","Erik Eger,Magnus Oliv,Joacim Starander,Oliver Blackburn",,,,The Second Hundred Years,31232.0
5604840,/m/0dvvxl,They Go Boom,1929-09-21,,20.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/02hmvc': 'Short Film', '/m/01z4y': 'Comedy', '/m/01g6gs': 'Black-and-white', '/m/09q17': 'Slapstick'}",they_go_boom,They Go Boom!,68.0,,,,1929-09-21,,20.0,Comedy,English,James Parrott,H. M. Walker,,Metro-Goldwyn-Mayer,,They Go Boom,0.0
5626032,/m/0dx03s,One Good Turn,1931-10-31,,20.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/02hmvc': 'Short Film', '/m/01z4y': 'Comedy', '/m/01g6gs': 'Black-and-white'}",one-good-turn-1931,One Good Turn,54.0,,,,1931-10-31,2017-07-12,20.0,Comedy,English,James W. Horne,H. M. Walker,,Metro-Goldwyn-Mayer,,One Good Turn,0.0
5649246,/m/0dy53b,Dear God,1996-11-01,7138523.0,112.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/0hj3mz5': 'Comedy of Errors', '/m/01z4y': 'Comedy', '/m/02djzlc': 'Religious Film', '/m/0hj3nyp': 'Workplace Comedy'}",dear_god,Dear God,28.0,12.0,,,1996-11-01,2004-01-27,112.0,Comedy,English,Garry Marshall,,$7.1M,Paramount Pictures,Surround,Dear God,0.0
5683113,/m/0dzz6g,American Splendor,2003-01-20,7986084.0,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/017fp': 'Biography', '/m/0219x_': 'Indie', '/m/01t_vv': 'Comedy-drama', '/m/0hj3nbk': 'Marriage Drama', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/0hj3mws': 'Biopic [feature]', '/m/03bxz7': 'Biographical film'}",american_splendor,American Splendor,86.0,94.0,R,['Language'],2003-08-15,2008-05-06,100.0,"Biography, Comedy, Drama",English,"Shari Springer Berman,Robert Pulcini","Shari Springer Berman,Robert Pulcini",$6.0M,Fine Line Features,Surround,American Splendor,207.0
5689695,/m/0d_7vz,The Bullfighters,1945-05-19,,60.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06nbt': 'Satire', '/m/01z4y': 'Comedy', '/m/09q17': 'Slapstick'}",bullfighters,The Bullfighters,39.0,,,,,2006-09-12,61.0,Comedy,English,Malcolm St. Clair,,,,,The Bullfighters,22396.0
5703641,/m/0f00sg,Wild America,1997-07-02,7324662.0,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/03k9fj': 'Adventure', '/m/0hj3myq': ""Children's/Family"", '/m/0bj8m2': ""Children's"", '/m/01z4y': 'Comedy', '/m/0hqxf': 'Family Film', '/m/02kdv5l': 'Action', '/m/0hj3n26': 'Family-Oriented Adventure'}",wild_america,Wild America,59.0,29.0,,,1997-07-02,1997-10-21,106.0,"Comedy, Drama",English,William Dear,David Michael Wieger,$7.3M,Warner Bros.,"Surround, Dolby Digital, DTS, SDDS",Wild America,0.0
5747495,/m/0f2jhv,Lage Raho Munna Bhai,2006-09-01,,144.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{'/m/03q4nz': 'World cinema', '/m/04t36': 'Musical', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/068d7h': 'Romantic drama', '/m/02l7c8': 'Romance Film', '/m/01chg': 'Bollywood'}",lage_raho_munna_bhai,Lage Raho Munna Bhai,90.0,,,,2006-09-01,2006-09-22,130.0,"Romance, Comedy",Hindi,Rajkumar Hirani,Rajkumar Hirani,,Eros International,,Lage Raho Munna Bhai,0.0
5845807,/m/0f8qsq,Taking Care of Business,1990-08-17,20005435.0,112.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}",{'/m/01z4y': 'Comedy'},taking_care_of_business,Taking Care of Business,52.0,33.0,,,1990-08-17,2002-04-02,103.0,Comedy,English,Arthur Hiller,,$20.0M,,Surround,Taking Care of Business,0.0
5846373,/m/0f8rv2,Slaves of New York,1989-03-19,463972.0,125.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/07s9rl0': 'Drama', '/m/03p5xs': 'Comedy of manners', '/m/01t_vv': 'Comedy-drama', '/m/01z4y': 'Comedy', '/m/0219x_': 'Indie'}",slaves_of_new_york,Slaves of New York,69.0,30.0,,,1989-03-17,2005-07-26,121.0,"Comedy, Drama",English,James Ivory,,$294.4K,"Columbia Pictures, TriStar Pictures",Surround,Slaves of New York,2.0
5890489,/m/0fc1_l,Camera Buff,1989-12-10,,106.0,"{""/m/05qqm"": ""Polish Language""}","{""/m/05qhw"": ""Poland""}","{'/m/0gf28': 'Parody', '/m/03q4nz': 'World cinema', '/m/05mrx8': 'Political satire', '/m/06nbt': 'Satire', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/0cshrf': 'Political cinema', '/m/03mqtr': 'Political drama'}",camera_buff,Camera Buff,92.0,90.0,,,1979-08-09,2005-08-16,112.0,Comedy,Polish,Krzysztof Kieslowski,Krzysztof Kieslowski,,,Mono,Camera Buff,3776.0
5908214,/m/0fc_k5,Hridayathil Sookshikkan,2005-02-18,,,"{""/m/0999q"": ""Malayalam Language""}","{""/m/03rk0"": ""India""}","{'/m/0n6m8vw': 'Malayalam Cinema', '/m/02l7c8': 'Romance Film', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy'}",enakku_veru_engum_kilaigal_kidayathu,Enakku Veru Engum Kilaigal Kidayathu,,,,,,2020-06-09,124.0,"Comedy, Drama",Tamil,Ganapathy Balamurugan,,,,,Hridayathil Sookshikkan,5590.0
5909296,/m/0fd1dq,Broadway Bill,1934-10-31,,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/0jxxt': 'Horse racing', '/m/01g6gs': 'Black-and-white', '/m/01z02hx': 'Sports', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/02l7c8': 'Romance Film', '/m/0hqxf': 'Family Film'}",broadway_bill,Broadway Bill,56.0,100.0,,,1934-11-30,2004-08-31,90.0,"Romance, Comedy",English,Frank Capra,"Mark Hellinger,Robert Riskin,Sidney Buchman",,"Paramount Pictures, Columbia Pictures",Mono,Broadway Bill,30.0
5971762,/m/0fhdck,The Truth About Charlie,2002-10-16,7093284.0,104.0,"{""/m/064_8sq"": ""French Language"", ""/m/0jzc"": ""Arabic Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{'/m/06cvj': 'Romantic comedy', '/m/01jfsb': 'Thriller', '/m/0hj3mzb': 'Comedy Thriller', '/m/02n4kr': 'Mystery', '/m/01z4y': 'Comedy', '/m/02wtdps': 'Crime Thriller', '/m/0c3351': 'Suspense'}",the_truth_about_christmas,The Truth About Christmas,44.0,,,,,2018-11-26,120.0,"Holiday, Comedy, Drama",English,Jay Karas,Kelly Bowe,,,,The Truth About Charlie,5885.0
5982527,/m/0fh_xz,"Like the Clouds, Like the Wind",1990-03-21,,79.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{'/m/02p0szs': 'Historical fiction', '/m/0jxy': 'Anime', '/m/0gw5n2f': 'Japanese Movies', '/m/01z4y': 'Comedy', '/m/02h8pkk': 'Family Drama'}",like_the_clouds_like_the_wind_1990,"Like the Clouds, Like the Wind",,,,,,2019-05-23,79.0,"Adventure, Comedy, Anime",Japanese,Hisayuki Toriumi,Akira Miyazaki,,,,"Like the Clouds, Like the Wind",10655.0
5990408,/m/0fjgh_,That's My Boy,1951-05-13,3800000.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}",{'/m/01z4y': 'Comedy'},thats-my-boy-sailor-beware,That's My Boy,28.0,,,,1951-05-31,2019-12-09,98.0,Comedy,English,Hal Walker,Cy Howard,,Paramount Pictures,,That's My Boy,18.0
6031889,/m/0fljwf,Hannibal Brooks,1969-03-13,,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{'/m/07s9rl0': 'Drama', '/m/02kdv5l': 'Action', '/m/01t_vv': 'Comedy-drama', '/m/01z4y': 'Comedy', '/m/01lrrt': 'Melodrama'}",hannibal-brooks,Hannibal Brooks,84.0,,PG-13,"['Brief Sexuality', 'Some War Violence']",1969-01-01,2011-11-22,101.0,"Comedy, Drama, War",English,Michael Winner,"Dick Clement,Ian La Frenais",,United Artists,,Hannibal Brooks,71.0
6034093,/m/0flnzp,The Secret Life of an American Wife,1968-06-25,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/0219x_': 'Indie', '/m/01z4y': 'Comedy'}",proper_care_and_feeding_of_an_american_messiah,The Proper Care & Feeding of an American Messiah,,,,,,2017-02-18,94.0,Comedy,English,Christopher J. Hansen,"Christopher J. Hansen,D.M. Lovic",,,,The Secret Life of an American Wife,17770.0
6040862,/m/0fm079,Children of the Revolution,1996-12-26,,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0chghy"": ""Australia"", ""/m/0ctw_b"": ""New Zealand""}","{'/m/0gf28': 'Parody', '/m/03q4nz': 'World cinema', '/m/06nbt': 'Satire', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/0cshrf': 'Political cinema', '/m/0vgkd': 'Black comedy'}",children_of_the_revolution,Children of the Revolution,72.0,79.0,,,,2003-09-02,99.0,"Comedy, Drama",English,Peter Duncan,Peter Duncan,$830.6K,,Surround,Children of the Revolution,2441.0
6043815,/m/0fm5xf,Police Academy 6: City Under Siege,1989-03-10,11567217.0,84.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/03btsm8': 'Action/Adventure', '/m/02kdv5l': 'Action', '/m/01z4y': 'Comedy', '/m/09q17': 'Slapstick'}",police_academy_6_city_under_siege,Police Academy 6: City Under Siege,28.0,0.0,,,,2009-09-29,84.0,Comedy,English,Peter Bonerz,Stephen J. Curwick,$10.6M,,,Police Academy 6: City Under Siege,7508.0
6045984,/m/02vqp_q,Castaway Cowboy,1974-08-01,,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/03k9fj': 'Adventure', '/m/0hfjk': 'Western', '/m/0hqxf': 'Family Film', '/m/0hj3n26': 'Family-Oriented Adventure', '/m/01z4y': 'Comedy'}",the_castaway_cowboy,The Castaway Cowboy,23.0,,,,1974-08-01,2013-03-01,91.0,"Kids & family, Comedy",English,Vincent McEveety,,,,,Castaway Cowboy,0.0
6049239,/m/0fmhrt,Hot Lead and Cold Feet,1978-07-05,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{'/m/03btsm8': 'Action/Adventure', '/m/0hfjk': 'Western', '/m/0hqxf': 'Family Film', '/m/01z4y': 'Comedy', '/m/0hj3mzj': 'Comedy Western'}",hot_lead_and_cold_feet,Hot Lead and Cold Feet,64.0,,,,,2004-07-06,90.0,"Western, Comedy",English,Robert Butler,,,,,Hot Lead and Cold Feet,9498.0
6057891,/m/0fmyt9,The Girl He Left Behind,1956-10-26,1400000.0,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/01g6gs': 'Black-and-white', '/m/03k9fj': 'Adventure'}",the_girl_he_left_behind,The Girl He Left Behind,18.0,,,,,2016-11-20,103.0,Comedy,English,David Butler,Guy Trosper,,,,The Girl He Left Behind,21940.0
6103239,/m/0fq89p,Gone Are the Dayes,1984-05-06,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/0lsxr': 'Crime Fiction', '/m/01z4y': 'Comedy'}",purlie_victorious,Gone Are the Days,,,,,,2014-07-01,97.0,Comedy,English,Nicholas Webster,Ossie Davis,,,,Gone Are the Dayes,11013.0
6103640,/m/0fq8n3,Clancy Street Boys,1943-04-21,,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}",{'/m/01z4y': 'Comedy'},clancy-street-boys,Clancy Street Boys,67.0,,,,,2003-06-10,66.0,Comedy,English,William Beaudine,,,,,Clancy Street Boys,21965.0
6146523,/m/0fslm_,Santosham,2002-05-09,,150.0,"{""/m/09s02"": ""Telugu language""}","{""/m/03rk0"": ""India""}","{'/m/02l7c8': 'Romance Film', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy'}",santos,Santos,12.0,,,,,2017-05-22,97.0,"Adventure, Comedy, Fantasy, Romance",Spanish,Nicolás López,Nicolás López,,,,Santosham,5492.0
6148491,/m/047gn_y,School Spirit,1985-10-30,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/0gsy3b': 'Sex comedy', '/m/01z4y': 'Comedy', '/m/02b5_l': 'Teen'}",school_spirits,School Spirits,29.0,,,,2017-10-06,2017-10-07,88.0,"Adventure, Comedy, Fantasy",English,Allison Eckert,"Caitlin Kleppinger,Christina Kleppinger",,,,School Spirit,11664.0
6169082,/m/0ftwy8,Cop and a Half,1993-04-02,40689691.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/03btsm8': 'Action/Adventure', '/m/0hqxf': 'Family Film', '/m/02kdv5l': 'Action', '/m/0556j8': 'Buddy film', '/m/01z4y': 'Comedy'}",cop_and_12,Cop and a Half,34.0,13.0,,,1993-04-02,2004-08-24,93.0,Comedy,English,Henry Winkler,,$30.1M,Universal Pictures,Surround,Cop and a Half,0.0
6178986,/m/0fvctx,Lover Come Back,1961-12-20,,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/02l7c8': 'Romance Film', '/m/01z4y': 'Comedy'}",lover_come_back,Lover Come Back,77.0,91.0,,,1961-12-20,2004-04-06,107.0,"Romance, Comedy",English,Delbert Mann,"Stanley Shapiro,Paul Henning",,Universal Pictures,Mono,Lover Come Back,0.0
6202854,/m/0fwkb4,Die Mommie Die!,2003-10-31,320092.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/0hn10': 'LGBT', '/m/0gf28': 'Parody', '/m/0219x_': 'Indie', '/m/01q03': 'Cult', '/m/01z4y': 'Comedy', '/m/0vgkd': 'Black comedy'}",die_mommie_die,Die Mommie Die!,73.0,65.0,R,"['Drug Sequence', 'Strong Sexual Content', 'Language']",2003-10-31,2005-01-11,90.0,Comedy,English,Mark Rucker,Charles Busch,$180.3K,Sundance Film Series,Surround,Die Mommie Die!,0.0
6205827,/m/0fwr35,Is It College Yet?,2002-01-21,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/01z4y': 'Comedy', '/m/095bb': 'Animated cartoon'}",daria_is_it_college_yet,Daria: Is It College Yet?,88.0,,,,,2002-08-27,90.0,"Comedy, Animation",English,Karen Disher,"Glenn Eichler,Peggy Nicoll",,,Stereo,Is It College Yet?,218.0
6212119,/m/0fx18n,The Toxic Avenger Part III: The Last Temptation of Toxie,1989-11-24,363561.0,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/0g092b': 'Monster movie', '/m/03btsm8': 'Action/Adventure', '/m/0gf28': 'Parody', '/m/0qdzd': 'B-movie', '/m/04pbhw': 'Superhero movie', '/m/0btmb': 'Superhero', '/m/01q03': 'Cult', '/m/01z4y': 'Comedy', '/m/03npn': 'Horror', '/m/02kdv5l': 'Action', '/m/0hj3n7f': 'Horror Comedy'}",the_first_temptation_of_christ,The First Temptation of Christ,30.0,,,,,2019-12-11,45.0,"Holiday, Comedy",Portuguese (Brazil),Rodrigo Van Der Put,"Fábio Porchat,Gustavo Martins",,,,The Toxic Avenger Part III: The Last Temptation of Toxie,10974.0
6228324,/m/0fxvqk,Ask Father,1919-02-09,,13.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/02hmvc': 'Short Film', '/m/06ppq': 'Silent film', '/m/01z4y': 'Comedy', '/m/09q17': 'Slapstick'}",ask-father,Ask Father,80.0,,,,1919-02-09,,13.0,Comedy,,Hal Roach,H. M. Walker,,,,Ask Father,0.0
6258469,/m/0fz9kj,Operation Bayshield,1997-01-23,,7.0,{},{},"{'/m/02hmvc': 'Short Film', '/m/01z4y': 'Comedy', '/m/0hcr': 'Animation'}",operation_barn_owl,Operation Barn Owl,,,,,,2017-06-05,14.0,"Comedy, Drama, Romance",English,Satsuki Okawa,"Christopher Browne,Ken Ochiai,Satsuki Okawa",,,,Operation Bayshield,7438.0
6264910,/m/0fzm0g,A Midsummer Night's Dream,1999-04-26,16071990.0,116.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/04xvlr': 'Period piece', '/m/01hmnh': 'Fantasy', '/m/01z4y': 'Comedy', '/m/07s9rl0': 'Drama', '/m/068d7h': 'Romantic drama', '/m/02l7c8': 'Romance Film'}",1090918-midsummer_nights_dream,William Shakespeare's A Midsummer Night's Dream,60.0,67.0,,,1999-10-08,2003-04-15,116.0,Comedy,English,Michael Hoffman,"William Shakespeare,Michael Hoffman",,"20th Century Fox, Fox Home Entertainment [br], Fox, Buena Vista Home Entertainment [br], Filmes Castello Lopes [pt], UGC-Fox Distribution, 20th Century Fox de Argentina [ar], Gativideo","Dolby, Surround",A Midsummer Night's Dream,165.0
6268076,/m/0fzs7k,Boynton Beach Club,2006-08-04,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/0hj3n0w': 'Ensemble Film', '/m/0219x_': 'Indie', '/m/0clz1b': 'Slice of life story', '/m/01t_vv': 'Comedy-drama', '/m/01z4y': 'Comedy', '/m/02l7c8': 'Romance Film'}",boynton_beach_club,Boynton Beach Club,42.0,60.0,R,"['Some Sexual Content', 'Nudity', 'Brief Drug Use']",,2007-02-06,105.0,"Romance, Comedy",English,Susan Seidelman,"Susan Seidelman,Shelly Gitlow",$3.1M,,Dolby Digital,Boynton Beach Club,186.0
6302415,/m/0g039n,Saving My Hubby,2002-10-11,535850.0,91.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/06qd3"": ""South Korea""}","{'/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy'}",saving_mr_banks_2013,Saving Mr. Banks,84.0,79.0,PG-13,"['Thematic Elements', 'Some Unsettling Images']",2013-12-20,2014-03-18,125.0,"Drama, Comedy",English,John Lee Hancock,"Kelly Marcel,Sue Smith",$83.3M,Walt Disney,"Datasat, Dolby Digital",Saving My Hubby,4088.0
