wikipedia_id,freebase_id,title_x,release_date,box_office_revenue,runtime,languages,countries,genres,id,title_y,audienceScore,tomatoMeter,rating,ratingContents,releaseDateTheaters,releaseDateStreaming,runtimeMinutes,genre,originalLanguage,director,writer,boxOffice,distributor,soundMix,Matched_Title,min_date_difference
6005999,/m/0fk8df,Funny Ha Ha,2005-08-16,,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/0219x_': 'Indie', '/m/03p5xs': 'Comedy of manners', '/m/01t_vv': 'Comedy-drama', '/m/02qyzxg': 'Mumblecore', '/m/01z4y': 'Comedy', '/m/02l7c8': 'Romance Film'}",funny-ha-ha,Funny Ha Ha,64.0,88.0,,,2003-06-15,2005-08-16,89.0,"Comedy, Drama",English,Andrew Bujalski,Andrew Bujalski,,,,Funny Ha Ha,0.0
6008226,/m/0fkc85,Jumping Jacks,1952-06-11,4000000.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/01z4y': 'Comedy', '/m/09q17': 'Slapstick'}",jumping_jacks,Jumping Jacks,54.0,,,,1952-06-11,2018-11-08,96.0,Comedy,English,Norman Taurog,"Robert Lees,Frederic I. Rinaldo,Herbert Baker",,Paramount Pictures,,Jumping Jacks,0.0
6012106,/m/0fkjkr,Joe Somebody,2001-12-21,24516772.0,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/07s9rl0': 'Drama', '/m/01t_vv': 'Comedy-drama', '/m/01z4y': 'Comedy', '/m/0hj3nyp': 'Workplace Comedy'}",joe_somebody,Joe Somebody,27.0,21.0,PG,"['Some Mild Violence', 'Language', 'Thematic Elements']",2001-12-21,2002-08-20,108.0,Comedy,English,John Pasquin,John Scott Shepherd,$22.8M,20th Century Fox,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",Joe Somebody,0.0
6014292,/m/0fkn6k,Clay Pigeons,1998-09-25,1794086.0,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{'/m/0lsxr': 'Crime Fiction', '/m/01jfsb': 'Thriller', '/m/0219x_': 'Indie', '/m/09blyk': 'Psychological thriller', '/m/0hj3mzb': 'Comedy Thriller', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/0vgkd': 'Black comedy', '/m/02wtdps': 'Crime Thriller'}",clay_pigeons,Clay Pigeons,67.0,61.0,,,1998-09-15,2004-06-01,104.0,"Mystery & thriller, Comedy",English,David Dobkin,Matthew L. Healy,$1.8M,Gramercy Pictures,"Surround, DTS, Dolby Digital",Clay Pigeons,10.0
6029253,/m/0fld1j,I'll See You in My Dreams,1952-10-24,2900000.0,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/04t36': 'Musical', '/m/01g6gs': 'Black-and-white', '/m/04xvlr': 'Period piece', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/03bxz7': 'Biographical film'}",i_see_youcom,I See You.com,29.0,,,,,2008-09-16,92.0,Comedy,English,Eric Steven Stahl,,,,,I'll See You in My Dreams,20416.0
60293,/m/0gd92,Chasing Amy,1997-01-23,12021272.0,113.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/0hn10': 'LGBT', '/m/06cvj': 'Romantic comedy', '/m/0gsy3b': 'Sex comedy', '/m/0219x_': 'Indie', '/m/01t_vv': 'Comedy-drama', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/02l7c8': 'Romance Film'}",chasing_amy,Chasing Amy,83.0,87.0,,,1997-04-04,2009-11-17,111.0,"Romance, Comedy, Lgbtq+",English,Kevin Smith,Kevin Smith,$12.0M,Miramax Films,"Surround, Dolby SR, Dolby Digital, SDDS",Chasing Amy,71.0
6030897,/m/0flglg,Une hirondelle a fait le printemps,2001-09-05,,103.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France""}","{'/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/03q4nz': 'World cinema'}",temps_2016,Temps,76.0,,,,2016-04-08,2016-12-09,95.0,"Romance, Comedy",English,Ryan Sage,Timothy A. Bennett,,FilmBuff,,Une hirondelle a fait le printemps,5329.0
6040782,/m/0fm00m,Dad's Army,1971-03-12,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}",{'/m/01z4y': 'Comedy'},771438298,Dad's Army,37.0,,,,,2004-06-28,95.0,Comedy,English (United Kingdom),Norman Cohen,"Jimmy Perry,David Croft",,,,Dad's Army,12162.0
6043918,/m/0fm67q,Police Academy: Mission to Moscow,1994-08-26,126247.0,83.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06bnz"": ""Russia""}","{'/m/03btsm8': 'Action/Adventure', '/m/02kdv5l': 'Action', '/m/01z4y': 'Comedy', '/m/09q17': 'Slapstick'}",seung-chi-sun-tau-twins-mission,Twins Mission,44.0,,,,,2009-09-01,99.0,"Action, Comedy, Crime, Drama",Chinese,To-Hoi Kong,"Tsui Siu-Ming,Sai-Keung Fong",,,Dolby Digital,Police Academy: Mission to Moscow,5485.0
6047844,/m/0fmfrn,Bad Medicine,1985-11-22,2685453.0,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}",{'/m/01z4y': 'Comedy'},bad_medicine,Bad Medicine,28.0,,,,1985-11-22,2015-04-14,98.0,Comedy,English,Harvey Miller,,$2.5M,,,Bad Medicine,0.0
6052674,/m/0fmpnl,The Hairy Tooth Fairy,2006-07-13,,90.0,"{""/m/06nm1"": ""Spanish Language""}","{""/m/06mkj"": ""Spain"", ""/m/0jgd"": ""Argentina""}","{'/m/01zhp': 'Computer Animation', '/m/01hmnh': 'Fantasy', '/m/01z4y': 'Comedy', '/m/03q4nz': 'World cinema', '/m/0hcr': 'Animation'}",1202110-tooth_fairy,Tooth Fairy,41.0,17.0,PG,"['Some Rude Humor', 'Mild Language', 'Sports Action']",2010-01-22,2010-05-04,102.0,"Kids & family, Comedy, Fantasy",English,Michael Lembeck,"Lowell Ganz,Babaloo Mandel,Joshua Sternin,Jeffrey Ventimilia,Randi Mayem Singer",$60.0M,20th Century Fox,,The Hairy Tooth Fairy,1289.0
6052706,/m/0fmpqc,Hounded,2001-04-13,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/0hqxf': 'Family Film', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy'}",hounded,Hounded,44.0,,,,,2016-09-11,92.0,"Kids & family, Comedy",English,Neal Israel,"Don Calame,Chris Conroy",,,,Hounded,5630.0
6057135,/m/0fmxlc,Chu Chu and the Philly Flash,1981-08-28,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/02kdv5l': 'Action', '/m/01z4y': 'Comedy', '/m/0bkbm': 'Spy'}",the_wetonkawa_flash,The Wetonkawa Flash,,,,,2002-03-08,,90.0,Comedy,English,Boyd Hale,Boyd Hale,,Indican Releasing,,Chu Chu and the Philly Flash,7497.0
6057241,/m/0fmxpg,Improper Channels,1981-04-17,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{'/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy'}",jumpropesprint,JumpRopeSprint,,,,,,2018-03-27,81.0,Comedy,English,Stephen Ihli,"Stephen Ihli,Eric Small",,,,Improper Channels,13493.0
6057698,/m/0fmyf1,A Man Could Get Killed,1966-03-25,,97.0,"{""/m/05zjd"": ""Portuguese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/02kdv5l': 'Action', '/m/01z4y': 'Comedy', '/m/0bkbm': 'Spy'}",papita_mani_toston,"Papita, maní, tostón",55.0,,,,,2016-11-30,113.0,"Comedy, Drama, Romance",Spanish,Luis Carlos Hueck,Luis Carlos Hueck,,,,A Man Could Get Killed,18513.0
6060651,/m/0fn2q1,Who Was That Lady?,1960-04-15,,115.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/0219x_': 'Indie', '/m/01g6gs': 'Black-and-white', '/m/01z4y': 'Comedy'}",who-was-that-lady,Who Was That Lady?,38.0,,,,1960-04-08,2006-12-12,115.0,Comedy,English,George Sidney,Norman Krasna,,,,Who Was That Lady?,7.0
606121,/m/02vvj1,A Day at the Races,1937-06-11,,111.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06qm3': 'Screwball comedy', '/m/0hj3mz5': 'Comedy of Errors', '/m/01z4y': 'Comedy', '/m/01g6gs': 'Black-and-white', '/m/09q17': 'Slapstick'}",day_at_the_races,A Day at the Races,89.0,94.0,,,1937-06-11,2004-05-04,111.0,Comedy,English,Sam Wood,"Robert Pirosh,George Seaton,George Oppenheimer",,"MGM/UA Home Entertainment Inc., Metro-Goldwyn-Mayer",,A Day at the Races,0.0
606476,/m/02vwqb,Say Anything...,1989-04-14,,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/01t_vv': 'Comedy-drama', '/m/01j1n2': 'Coming of age', '/m/01z4y': 'Comedy', '/m/07s9rl0': 'Drama', '/m/068d7h': 'Romantic drama', '/m/02l7c8': 'Romance Film', '/m/02b5_l': 'Teen'}",absolutely_anything,Absolutely Anything,32.0,20.0,R,"['Language', 'Brief Nudity', 'Sexual References']",2017-05-12,2016-04-19,85.0,"Comedy, Sci-fi",English,Terry Jones,"Terry Jones,Gavin Scott",,Atlas Distribution Company,,Say Anything...,9867.0
607444,/m/02vzpb,13 Going on 30,2004-04-14,96455697.0,97.0,"{""/m/05zjd"": ""Portuguese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/01hmnh': 'Fantasy', '/m/01z4y': 'Comedy', '/m/01j1n2': 'Coming of age', '/m/02l7c8': 'Romance Film', '/m/0hj3n2s': 'Fantasy Comedy'}",13_going_on_30,13 Going on 30,70.0,65.0,PG-13,"['Some Sexual Content', 'Brief Drug References']",2004-04-14,2005-02-01,97.0,"Romance, Comedy, Fantasy",English,Gary Winick,"Josh Goldsmith,Rita Hsiao,Cathy Yuspa",$56.0M,"Columbia Pictures, Sony Pictures Entertainment","Surround, Dolby SRD, DTS, SDDS",13 Going on 30,0.0
6079405,/m/0fp141,The Cutting Edge: Going for the Gold,2006-03-28,,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/01z02hx': 'Sports', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/068d7h': 'Romantic drama', '/m/02l7c8': 'Romance Film'}",1038990-cutting_edge,The Cutting Edge,76.0,57.0,,,1992-03-27,2004-10-07,101.0,"Romance, Comedy",English,Paul Michael Glaser,,$23.0M,,Surround,The Cutting Edge: Going for the Gold,537.0
6081561,/m/0fp5lk,Le gendarme et les extra-terrestres,1979-01-01,,90.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France""}",{'/m/01z4y': 'Comedy'},extraterrestrial_2012,Extraterrestrial,39.0,67.0,,,,2012-07-17,93.0,"Romance, Comedy, Sci-fi",Spanish (Spain),Nacho Vigalondo,Nacho Vigalondo,,,,Le gendarme et les extra-terrestres,12251.0
6084851,/m/0fpdb2,Le gendarme se marie,1968-10-30,,88.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France""}",{'/m/01z4y': 'Comedy'},771428498,Ave Maria,72.0,,,,,2017-02-26,15.0,Comedy,Arabic,Basil Khalil,Basil Khalil,,,,Le gendarme se marie,17651.0
6086348,/m/0fph05,Film Geek,2006-02-10,,78.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/0hj3nyp': 'Workplace Comedy', '/m/01z4y': 'Comedy', '/m/0219x_': 'Indie'}",film_geek,Film Geek,34.0,64.0,,,2005-01-28,2006-08-22,78.0,Comedy,English,James Westby,James Westby,$17.3K,,,Film Geek,193.0
6086631,/m/0fphgb,Lucky Numbers,2000-10-24,10890222.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/09c7w0"": ""United States of America""}","{'/m/0lsxr': 'Crime Fiction', '/m/01z4y': 'Comedy'}",lucky_numbers,Lucky Numbers,19.0,22.0,R,"['Drug Use', 'Brief Violence', 'Language', 'Sexuality']",2000-10-27,2008-03-18,105.0,Comedy,English,Nora Ephron,Adam Resnick,$10.0M,"DreamWorks SKG, Paramount Pictures","Dolby Stereo, Dolby Digital, DTS, Surround, Dolby SR",Lucky Numbers,3.0
6091958,/m/0fpq52,It's Great To Be Young,1956-12-26,,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{'/m/04t36': 'Musical', '/m/01z4y': 'Comedy'}",its_gawd,It's Gawd!,86.0,,,,,2017-07-25,100.0,"Comedy, Drama",English,Gerald Brunskill,Gerald Brunskill,,,,It's Great To Be Young,22126.0
6100131,/m/0fq37s,Crackers,1984-02-17,,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/01jfsb': 'Thriller', '/m/0lsxr': 'Crime Fiction', '/m/03k9fj': 'Adventure', '/m/01z4y': 'Comedy'}",crackers,Crackers,34.0,0.0,,,1984-02-17,2011-01-20,92.0,Comedy,English,Louis Malle,,,Universal Pictures,,Crackers,0.0
6102235,/m/025tr2f,The Brave Little Toaster Goes to Mars,1998-05-19,,73.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06n90': 'Science Fiction', '/m/03k9fj': 'Adventure', '/m/0hcr': 'Animation', '/m/0bj8m2': ""Children's"", '/m/01z4y': 'Comedy', '/m/0hqxf': 'Family Film'}",hitler-kaput-gitler-kaput,Hitler Goes Kaput!,29.0,,,,,2016-07-27,95.0,Comedy,Russian,Marius Vaysberg,Marius Vaysberg,,,,The Brave Little Toaster Goes to Mars,6644.0
6103295,/m/0fq8c1,Spooks Run Wild,1941-10-24,,65.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/0hj3n7f': 'Horror Comedy', '/m/03npn': 'Horror', '/m/01z4y': 'Comedy', '/m/01g6gs': 'Black-and-white', '/m/0hj3n5l': 'Haunted House Film'}",spooks_run_wild_1941,Spooks Run Wild,36.0,,,,1941-10-24,2002-06-04,62.0,"Mystery & thriller, Comedy",English,Phil Rosen,,,Monogram Pictures Corporation,,Spooks Run Wild,0.0
61060,/m/0gksc,One Hour with You,1932-03-22,,80.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/09swn': 'Operetta', '/m/01g6gs': 'Black-and-white', '/m/0220p9g': 'Musical comedy', '/m/04t36': 'Musical', '/m/087lqx': 'Pre-Code', '/m/01z4y': 'Comedy', '/m/02l7c8': 'Romance Film'}",one_hour_with_you,One Hour With You,75.0,83.0,,,1932-03-22,,80.0,"Musical, Comedy",English,"Ernst Lubitsch,George Cukor",,,,,One Hour with You,0.0
61062,/m/0gkt3,The Smiling Lieutenant,1931-07-10,,89.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/01g6gs': 'Black-and-white', '/m/04t36': 'Musical', '/m/087lqx': 'Pre-Code', '/m/01z4y': 'Comedy', '/m/02l7c8': 'Romance Film'}",smiling_lieutenant,The Smiling Lieutenant,67.0,88.0,,,1931-08-01,,88.0,"Musical, Comedy",,Ernst Lubitsch,,,Paramount Pictures,,The Smiling Lieutenant,22.0
6114774,/m/0fqvcx,Pretty Poison,1968-10-23,,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/01jfsb': 'Thriller', '/m/0lsxr': 'Crime Fiction', '/m/02l7c8': 'Romance Film', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy'}",pretty_devils,Pretty Devils,41.0,,,,,2002-11-26,95.0,"Comedy, Drama",French (Canada),Serge Meynard,Serge Meynard,,,,Pretty Poison,12452.0
6115870,/m/0fqxbt,Scavenger Hunt,1979-12-21,,116.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/0hj3n0w': 'Ensemble Film', '/m/0hj3msd': 'Adventure Comedy', '/m/01z4y': 'Comedy', '/m/0hj3mxr': 'Chase Movie'}",scavenger_hunt,Scavenger Hunt,75.0,,,,1979-12-21,2013-04-16,116.0,Comedy,English,Michael Schultz,"Henry Harper,Steven Vail",,20th Century Fox,,Scavenger Hunt,0.0
6117410,/m/0fq_4g,Hello Brother,1994-04-20,,,"{""/m/09s02"": ""Telugu language""}","{""/m/03rk0"": ""India""}","{'/m/02kdv5l': 'Action', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/02cqmh': 'Tollywood'}",hello-brother,Hello Brother,43.0,,,,1999-09-10,2020-03-05,100.0,Comedy,Hindi,Sohail Khan,Sohail Khan,,Video Sound Inc.,,Hello Brother,1969.0
6127063,/m/0frkf7,Sugar Town,1999-01-26,178095.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{'/m/07s9rl0': 'Drama', '/m/0hj3n0w': 'Ensemble Film', '/m/01t_vv': 'Comedy-drama', '/m/0219x_': 'Indie', '/m/01z4y': 'Comedy'}",sugar_town,Sugar Town,50.0,67.0,,,1999-09-17,,92.0,"Comedy, Drama",English,"Allison Anders,Kurt Voss",,$177.8K,"USA Films, October Films",Surround,Sugar Town,234.0
6129545,/m/0frpxh,The Scream Team,2002-10-04,,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/02n4kr': 'Mystery', '/m/0bj8m2': ""Children's"", '/m/01z4y': 'Comedy'}",scream-4,Scream 4,56.0,60.0,R,"['Some Teen Drinking', 'Language', 'Strong Bloody Violence']",2011-04-15,2011-10-04,112.0,"Horror, Comedy",English,Wes Craven,Kevin Williamson,$38.2M,Weinstein Co.,"SDDS, Dolby Digital",The Scream Team,3115.0
613037,/m/02wk_5,After Hours,1985-09-13,,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/0hn10': 'LGBT', '/m/0vgkd': 'Black comedy', '/m/01jfsb': 'Thriller', '/m/0219x_': 'Indie', '/m/01z4y': 'Comedy'}",1032180-after_hours,After Hours,87.0,91.0,,,1985-10-11,2004-08-17,97.0,Comedy,English,Martin Scorsese,,$10.9M,Warner Bros. Pictures,Mono,After Hours,28.0
61323,/m/0gmn5,The Love Parade,1929-11-19,,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/06cvj': 'Romantic comedy', '/m/01g6gs': 'Black-and-white', '/m/0220p9g': 'Musical comedy', '/m/04t36': 'Musical', '/m/087lqx': 'Pre-Code', '/m/01z4y': 'Comedy', '/m/02l7c8': 'Romance Film'}",the-love-parade,The Love Parade,77.0,100.0,,,1929-11-19,,107.0,"Musical, Comedy",English,Ernst Lubitsch,"Guy Bolton,Jules Chancel,Ernest Vajda,Leon Xanrof",,Paramount Pictures,Mono,The Love Parade,0.0
6139032,/m/0fs5fj,Festival,2005-07-15,,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom"", ""/m/06q1r"": ""Scotland""}","{'/m/0gf28': 'Parody', '/m/0vgkd': 'Black comedy', '/m/01z4y': 'Comedy'}",1151946-festival,Festival,54.0,80.0,,,,2014-01-15,107.0,"Comedy, Drama",English,Annie Griffin,Annie Griffin,,,Dolby Digital,Festival,3106.0
6143449,/m/0fsdtb,You Can't Win 'Em All,1970-07-24,,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{'/m/03k9fj': 'Adventure', '/m/01z4y': 'Comedy'}",bless_em_all,Bless 'Em All,,,,,,2021-01-11,79.0,"Comedy, War",English (United Kingdom),Robert Jordan Hill,,,,,You Can't Win 'Em All,18434.0
6145012,/m/0fshyv,Max and Josh,2006-01-21,,7.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/02hmvc': 'Short Film', '/m/01z4y': 'Comedy'}",la_folle_histoire_de_max_et_leon,Max and Leon,58.0,,,,,2017-04-08,98.0,Comedy,French (France),Jonathan Barré,"Grégoire Ludig,David Marsais",,,,Max and Josh,4095.0
6146439,/m/0fslk3,Loose Cannons,1990-02-09,,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/0lsxr': 'Crime Fiction', '/m/01jfsb': 'Thriller', '/m/0556j8': 'Buddy film', '/m/01rbb': 'Crime', '/m/03btsm8': 'Action/Adventure', '/m/02n4kr': 'Mystery', '/m/01z4y': 'Comedy', '/m/02wtdps': 'Crime Thriller', '/m/02kdv5l': 'Action'}",loose_cannons,Loose Cannons,27.0,0.0,,,,2003-07-08,94.0,Comedy,English,Bob Clark,,$4.5M,,Surround,Loose Cannons,4897.0
61480,/m/0gncc,Broadway Melody of 1936,1935-08-25,,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/0hj3mvs': 'Backstage Musical', '/m/01g6gs': 'Black-and-white', '/m/0220p9g': 'Musical comedy', '/m/04t36': 'Musical', '/m/01z4y': 'Comedy', '/m/02l7c8': 'Romance Film'}",broadway_melody_of_1936,Broadway Melody of 1936,76.0,89.0,,,1935-09-20,2008-04-08,105.0,"Musical, Comedy",English,Roy Del Ruth,,,"MGM/UA Home Entertainment Inc., Metro-Goldwyn-Mayer",,Broadway Melody of 1936,26.0
61522,/m/0gnrf,The Awful Truth,1937-10-21,,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/02l7c8': 'Romance Film', '/m/01z4y': 'Comedy'}",awful_truth,The Awful Truth,87.0,90.0,,,1937-10-21,2003-03-11,92.0,Comedy,English,Leo McCarey,"Viña Delmar,Arthur Richman,Sidney Buchman",,Columbia Pictures,Mono,The Awful Truth,0.0
6155030,/m/0ft1lc,The Midnight Snack,1941-07-19,,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/02hmvc': 'Short Film', '/m/0hqxf': 'Family Film', '/m/01z4y': 'Comedy', '/m/0hcr': 'Animation'}",night_spot,Night Spot,,,,,1938-02-25,,60.0,"Comedy, Drama",English,Christy Cabanne,Lionel Houser,,RKO Radio Pictures,,The Midnight Snack,1240.0
6160153,/m/0ftcbx,Noo Hin: The Movie,2006-06-01,,102.0,"{""/m/0c_v2"": ""Thai Language""}","{""/m/07f1x"": ""Thailand""}",{'/m/01z4y': 'Comedy'},skin_the_movie,Skin: The Movie,,,,,,2020-04-14,50.0,Comedy,English,Ronn Kilby,Ronn Kilby,,,,Noo Hin: The Movie,5066.0
6165918,/m/0ftpzz,The Golf Specialist,1930-08-22,,20.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/02hmvc': 'Short Film', '/m/01hwc6': 'Absurdism', '/m/01z4y': 'Comedy', '/m/09q17': 'Slapstick'}",golf_specialist,The Golf Specialist,62.0,,,,1930-08-22,2001-03-01,20.0,Comedy,English,Monte Brice,,,RKO Radio Pictures,,The Golf Specialist,0.0
61664,/m/0gpx6,All About My Mother,1999-04-08,67872296.0,105.0,"{""/m/01m69"": ""Catalan language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/0f8l9c"": ""France"", ""/m/06mkj"": ""Spain""}","{'/m/0hn10': 'LGBT', '/m/0hj3n0w': 'Ensemble Film', '/m/03q4nz': 'World cinema', '/m/01t_vv': 'Comedy-drama', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/0hj3n34': 'Feminist Film'}",all_about_my_mother,All About My Mother,93.0,98.0,R,"['Sexuality', 'Language', 'Some Drug Content', 'Strong Sexual Dialogue']",1999-11-24,2009-11-03,99.0,"Drama, Comedy",Spanish (Spain),Pedro Almodóvar,Pedro Almodóvar,$8.3M,"Sony Pictures Entertainment, Sony Pictures Classics","Dolby SR, Dolby Digital, Surround",All About My Mother,230.0
6170621,/m/0ft_c9,Herod's Law,1999-11-09,,120.0,"{""/m/06nm1"": ""Spanish Language""}","{""/m/0b90_r"": ""Mexico""}","{'/m/0cshrf': 'Political cinema', '/m/05mrx8': 'Political satire', '/m/06nbt': 'Satire', '/m/01z4y': 'Comedy', '/m/03q4nz': 'World cinema'}",la_ley_de_herodes,Herod's Law,88.0,68.0,,,2000-08-04,,120.0,Comedy,Spanish,Luis Estrada,"Luis Estrada,Vincente Leñero,Fernando Javier Léon Rodríguez,Jaime Sampietro",,"Venevision International [us], Artecinema","Dolby Digital, Surround",Herod's Law,269.0
6172917,/m/0fv46t,Greedy,1994-03-04,13137484.0,113.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/0hj3n0k': 'Domestic Comedy', '/m/06nbt': 'Satire', '/m/01z4y': 'Comedy', '/m/03p5xs': 'Comedy of manners'}",greed_2020,Greed,32.0,50.0,R,"['Pervasive Language', 'Brief Drug Use']",2020-03-06,2020-05-05,104.0,Comedy,English (United Kingdom),Michael Winterbottom,Michael Winterbottom,$353.0K,Sony Pictures Classics,,Greedy,9499.0
6180798,/m/0fvg2r,The Silencers,1967-02-18,16318124.0,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{'/m/0gf28': 'Parody', '/m/01jfsb': 'Thriller', '/m/03btsm8': 'Action/Adventure', '/m/01z4y': 'Comedy', '/m/02kdv5l': 'Action', '/m/0bkbm': 'Spy'}",1111123-silencers,The Silencers,51.0,,,,1966-02-18,2003-11-11,102.0,"Action, Adventure, Mystery & thriller, Comedy",English,Phil Karlson,Oscar Saul,,Columbia Pictures,,The Silencers,365.0
6181527,/m/0fvh98,Trailer Park Boys: The Movie,2006-10-06,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada""}","{'/m/01q03': 'Cult', '/m/04btyz': 'Heist', '/m/02kdv5l': 'Action', '/m/01z4y': 'Comedy', '/m/03btsm8': 'Action/Adventure'}",trailer-park-boys-the-big-dirty,Trailer Park Boys: The Movie,78.0,57.0,R,"['Pervasive Language', 'Drug Content', 'Sexual Content/Nudity']",2008-01-25,2008-04-22,97.0,Comedy,English,Mike Clattenburg,"Mike Clatterburg,Robb Wells",,Screen Media Ventures,Dolby Digital,Trailer Park Boys: The Movie,476.0
